Transaction_ID,Product_ID,Plant_ID,Material_ID,Production_Date,Units_Produced,Material_KG,Machine_Hours,Material_Cost,Labor_Cost,Scrap_Rate
T0000244,P0074,PLANT-WEST,RPET,2024-09-18,3612,135.555,0.1902,458.98,7.4,0.052
T0000245,P0028,PLANT-SOUTH,PLA Paper,2024-09-18,5293,78.026,0.0962,304.86,2.87,0.022
T0000246,P0050,PLANT-WEST,PLA Paper,2024-09-18,3272,17.999,0.0341,70.33,1.33,0.017
T0000247,P0011,PLANT-CENTRAL,Bagasse,2024-09-18,3006,60.424,0.0716,111.94,2.29,0.031
T0000248,P0045,PLANT-EAST,PLA Paper,2024-09-16,41914,308.91,0.4366,1206.97,14.98,0.017
T0000249,P0007,PLANT-CENTRAL,Molded Fiber,2024-09-16,15594,368.031,0.5998,763.08,19.23,0.048
T0000250,P0063,PLANT-CENTRAL,PLA Paper,2024-09-16,21242,233.666,0.3862,912.98,12.38,0.022
T0000251,P0077,PLANT-EAST,Molded Fiber,2024-09-19,16490,329.811,0.6343,683.83,21.75,0.048
T0000252,P0019,PLANT-CENTRAL,RPET,2024-09-19,32100,898.806,1.6895,3043.27,54.16,0.052
T0000253,P0068,PLANT-SOUTH,PLA Paper,2024-09-19,31901,414.086,0.58,1617.92,17.3,0.022
T0000254,P0004,PLANT-SOUTH,RPET,2024-09-19,20594,576.658,1.0839,1952.51,32.32,0.052
T0000255,P0011,PLANT-CENTRAL,Bagasse,2024-09-05,2432,48.891,0.0579,90.58,1.86,0.031
T0000256,P0028,PLANT-SOUTH,PLA Paper,2024-09-05,5196,76.594,0.0945,299.27,2.82,0.022
T0000257,P0075,PLANT-CENTRAL,PLA Paper,2024-09-05,4277,31.527,0.0446,123.18,1.43,0.017
T0000258,P0014,PLANT-WEST,RPET,2024-09-06,36911,1384.915,1.9427,4689.19,75.61,0.052
T0000259,P0013,PLANT-EAST,PLA Paper,2024-09-06,44751,659.638,0.8137,2577.34,27.91,0.022
T0000260,P0054,PLANT-WEST,RPET,2024-09-06,17627,582.417,0.9278,1972.01,36.11,0.052
T0000261,P0079,PLANT-CENTRAL,RPET,2024-09-07,27494,769.852,1.4471,2606.64,46.39,0.052
T0000262,P0034,PLANT-WEST,RPET,2024-09-07,32864,920.219,1.7297,3115.77,67.32,0.052
T0000263,P0008,PLANT-SOUTH,PLA Paper,2024-09-07,35131,456.012,0.6388,1781.73,19.05,0.022
T0000264,P0022,PLANT-WEST,Molded Fiber,2024-09-07,29409,694.068,1.1311,1439.08,44.02,0.048
T0000265,P0060,PLANT-SOUTH,PLA Paper,2024-09-23,39661,292.303,0.4131,1142.09,12.32,0.017
T0000266,P0056,PLANT-SOUTH,Bagasse,2024-09-23,24860,499.7,0.5919,925.74,17.65,0.031
T0000267,P0051,PLANT-CENTRAL,Bagasse,2024-09-23,34907,617.856,0.8311,1144.64,26.65,0.031
T0000268,P0063,PLANT-CENTRAL,PLA Paper,2024-09-23,26552,292.074,0.4828,1141.19,15.48,0.022
T0000269,P0059,PLANT-CENTRAL,RPET,2024-09-18,28684,1076.246,1.5097,3644.06,48.4,0.052
T0000270,P0030,PLANT-WEST,PLA Paper,2024-09-11,36364,268.004,0.3788,1047.15,14.74,0.017
T0000271,P0077,PLANT-EAST,Molded Fiber,2024-09-18,19391,387.836,0.7458,804.14,25.58,0.048
T0000272,P0014,PLANT-WEST,RPET,2024-09-06,29271,1098.252,1.5406,3718.57,59.96,0.052
T0000273,P0060,PLANT-SOUTH,PLA Paper,2024-09-06,22026,162.335,0.2294,634.28,6.84,0.017
T0000274,P0057,PLANT-EAST,Molded Fiber,2024-09-06,18527,496.532,0.7126,1029.51,24.44,0.048
T0000275,P0080,PLANT-SOUTH,PLA Paper,2024-09-06,35086,192.976,0.3655,753.99,10.9,0.017
T0000276,P0009,PLANT-EAST,RPET,2024-09-11,13848,457.541,0.7288,1549.19,25.0,0.052
T0000277,P0066,PLANT-WEST,Bagasse,2024-09-11,8746,154.807,0.2082,286.79,8.1,0.031
T0000278,P0059,PLANT-CENTRAL,RPET,2024-09-11,10013,375.715,0.527,1272.13,16.9,0.052
T0000279,P0022,PLANT-WEST,Molded Fiber,2024-09-05,9846,232.381,0.3787,481.82,14.74,0.048
T0000280,P0015,PLANT-CENTRAL,PLA Paper,2024-09-05,8628,63.593,0.0899,248.47,2.88,0.017
T0000281,P0040,PLANT-SOUTH,PLA Paper,2024-09-04,4614,29.948,0.0481,117.01,1.43,0.017
T0000282,P0051,PLANT-CENTRAL,Bagasse,2024-09-04,3818,67.585,0.0909,125.21,2.91,0.031
T0000283,P0061,PLANT-EAST,Bagasse,2024-09-11,9994,149.923,0.238,277.75,8.16,0.031
T0000284,P0007,PLANT-CENTRAL,Molded Fiber,2024-09-11,9500,224.2,0.3654,464.86,11.71,0.048
T0000285,P0018,PLANT-WEST,PLA Paper,2024-09-01,5379,59.173,0.0978,231.2,3.81,0.022
T0000286,P0056,PLANT-SOUTH,Bagasse,2024-09-01,4807,96.621,0.1145,179.0,3.41,0.031
T0000287,P0009,PLANT-EAST,RPET,2024-09-01,3099,102.396,0.1631,346.7,5.59,0.052
T0000288,P0016,PLANT-SOUTH,Bagasse,2024-09-01,3792,56.889,0.0903,105.39,2.69,0.031
T0000289,P0014,PLANT-WEST,RPET,2024-09-18,16079,603.288,0.8463,2042.67,32.94,0.052
T0000290,P0018,PLANT-WEST,PLA Paper,2024-09-18,27580,303.389,0.5015,1185.4,19.52,0.022
T0000291,P0018,PLANT-WEST,PLA Paper,2024-09-06,43998,483.989,0.8,1891.04,31.14,0.022
T0000292,P0014,PLANT-WEST,RPET,2024-09-06,35524,1332.87,1.8697,4512.97,72.77,0.052
T0000293,P0065,PLANT-EAST,PLA Paper,2024-09-06,20871,114.795,0.2174,448.53,7.46,0.017
T0000294,P0078,PLANT-WEST,PLA Paper,2024-09-01,39576,435.344,0.7196,1700.97,28.01,0.022
T0000295,P0035,PLANT-CENTRAL,PLA Paper,2024-09-01,25200,138.602,0.2625,541.55,8.42,0.017
T0000296,P0029,PLANT-EAST,RPET,2024-09-08,20786,779.925,1.094,2640.75,37.53,0.052
T0000297,P0045,PLANT-EAST,PLA Paper,2024-09-08,38260,281.979,0.3985,1101.75,13.67,0.017
T0000298,P0080,PLANT-SOUTH,PLA Paper,2024-09-08,25712,141.417,0.2678,552.54,7.99,0.017
T0000299,P0046,PLANT-WEST,Bagasse,2024-09-05,28943,434.149,0.6891,804.3,26.82,0.031
T0000300,P0079,PLANT-CENTRAL,RPET,2024-09-12,9409,263.46,0.4952,892.05,15.88,0.052
T0000301,P0060,PLANT-SOUTH,PLA Paper,2024-09-28,19821,146.088,0.2065,570.79,6.16,0.017
T0000302,P0078,PLANT-WEST,PLA Paper,2024-09-28,29541,324.961,0.5371,1269.69,20.9,0.022
T0000303,P0007,PLANT-CENTRAL,Molded Fiber,2024-09-28,39824,939.86,1.5317,1948.71,49.11,0.048
T0000304,P0010,PLANT-WEST,PLA Paper,2024-09-14,42311,274.6,0.4407,1072.92,17.15,0.017
T0000305,P0021,PLANT-EAST,Bagasse,2024-09-14,21049,372.577,0.5012,690.24,17.19,0.031
T0000306,P0022,PLANT-WEST,Molded Fiber,2024-09-14,27186,641.613,1.0457,1330.32,40.7,0.048
T0000307,P0032,PLANT-SOUTH,Molded Fiber,2024-09-05,14390,287.815,0.5535,596.76,16.51,0.048
T0000308,P0067,PLANT-CENTRAL,Molded Fiber,2024-09-26,18559,438.013,0.7138,908.18,22.89,0.048
T0000309,P0008,PLANT-SOUTH,PLA Paper,2024-09-26,44810,581.645,0.8147,2272.6,24.3,0.022
T0000310,P0043,PLANT-CENTRAL,PLA Paper,2024-09-26,28813,424.717,0.5239,1659.45,16.8,0.022
T0000311,P0025,PLANT-EAST,PLA Paper,2024-09-26,29713,192.838,0.3095,753.46,10.62,0.017
T0000312,P0034,PLANT-WEST,RPET,2024-09-18,10397,291.135,0.5472,985.75,21.3,0.052
T0000313,P0010,PLANT-WEST,PLA Paper,2024-09-18,10862,70.499,0.1132,275.45,4.4,0.017
T0000314,P0024,PLANT-SOUTH,RPET,2024-09-07,2328,76.919,0.1225,260.44,3.65,0.052
T0000315,P0061,PLANT-EAST,Bagasse,2024-09-07,5059,75.898,0.1205,140.61,4.13,0.031
T0000316,P0019,PLANT-CENTRAL,RPET,2024-09-07,4968,139.114,0.2615,471.03,8.38,0.052
T0000317,P0059,PLANT-CENTRAL,RPET,2024-09-07,2919,109.552,0.1537,370.93,4.93,0.052
T0000318,P0048,PLANT-SOUTH,PLA Paper,2024-09-07,4936,54.303,0.0898,212.17,2.68,0.022
T0000319,P0038,PLANT-WEST,PLA Paper,2024-09-12,39396,511.37,0.7163,1998.02,27.88,0.022
T0000320,P0077,PLANT-EAST,Molded Fiber,2024-09-12,33783,675.672,1.2994,1400.94,44.57,0.048
T0000321,P0071,PLANT-CENTRAL,Bagasse,2024-09-12,39795,799.893,0.9475,1481.88,30.38,0.031
T0000322,P0005,PLANT-EAST,PLA Paper,2024-09-17,13821,76.021,0.144,297.03,4.94,0.017
T0000323,P0038,PLANT-WEST,PLA Paper,2024-09-17,15584,202.292,0.2834,790.39,11.03,0.022
T0000324,P0060,PLANT-SOUTH,PLA Paper,2024-09-10,4678,34.481,0.0487,134.72,1.45,0.017
T0000325,P0064,PLANT-SOUTH,RPET,2024-09-23,5231,146.468,0.2753,495.93,8.21,0.052
T0000326,P0059,PLANT-CENTRAL,RPET,2024-09-07,10107,379.237,0.532,1284.06,17.06,0.052
T0000327,P0075,PLANT-CENTRAL,PLA Paper,2024-09-07,11467,84.519,0.1195,330.23,3.83,0.017
T0000328,P0047,PLANT-CENTRAL,Molded Fiber,2024-09-02,15727,314.559,0.6049,652.21,19.39,0.048
T0000329,P0077,PLANT-EAST,Molded Fiber,2024-09-02,15172,303.445,0.5835,629.16,20.02,0.048
T0000330,P0008,PLANT-SOUTH,PLA Paper,2024-09-04,18484,239.931,0.3361,937.46,10.02,0.022
T0000331,P0043,PLANT-CENTRAL,PLA Paper,2024-09-01,33286,490.64,0.6052,1917.03,19.4,0.022
T0000332,P0051,PLANT-CENTRAL,Bagasse,2024-09-24,4173,73.869,0.0994,136.85,3.19,0.031
T0000333,P0036,PLANT-SOUTH,Bagasse,2024-09-24,2862,50.671,0.0682,93.87,2.03,0.031
T0000334,P0034,PLANT-WEST,RPET,2024-09-22,14081,394.274,0.7411,1334.97,28.84,0.052
T0000335,P0013,PLANT-EAST,PLA Paper,2024-09-22,12700,187.204,0.2309,731.44,7.92,0.022
T0000336,P0025,PLANT-EAST,PLA Paper,2024-09-07,7029,45.621,0.0732,178.25,2.51,0.017
T0000337,P0028,PLANT-SOUTH,PLA Paper,2024-09-28,34254,504.913,0.6228,1972.8,18.57,0.022
T0000338,P0020,PLANT-SOUTH,PLA Paper,2024-09-28,17840,98.122,0.1858,383.38,5.54,0.017
T0000339,P0023,PLANT-CENTRAL,PLA Paper,2024-09-28,36326,471.514,0.6605,1842.3,21.17,0.022
T0000340,P0033,PLANT-EAST,PLA Paper,2024-09-18,17410,191.51,0.3165,748.27,10.86,0.022
T0000341,P0068,PLANT-SOUTH,PLA Paper,2024-09-22,11138,144.572,0.2025,564.87,6.04,0.022
T0000342,P0050,PLANT-WEST,PLA Paper,2024-09-24,41832,230.077,0.4358,898.96,16.96,0.017
T0000343,P0010,PLANT-WEST,PLA Paper,2024-09-28,14414,93.547,0.1501,365.51,5.84,0.017
T0000344,P0033,PLANT-EAST,PLA Paper,2024-09-28,10276,113.037,0.1868,441.66,6.41,0.022
T0000345,P0006,PLANT-WEST,Bagasse,2024-09-28,9708,171.849,0.2312,318.37,9.0,0.031
T0000346,P0001,PLANT-EAST,Bagasse,2024-09-14,36816,552.245,0.8766,1023.09,30.07,0.031
T0000347,P0035,PLANT-CENTRAL,PLA Paper,2024-09-14,18421,101.316,0.1919,395.86,6.15,0.017
T0000348,P0052,PLANT-SOUTH,Molded Fiber,2024-09-14,19803,467.364,0.7617,969.03,22.71,0.048
T0000349,P0061,PLANT-EAST,Bagasse,2024-09-09,14592,218.885,0.3474,405.51,11.92,0.031
T0000350,P0023,PLANT-CENTRAL,PLA Paper,2024-09-09,13479,174.965,0.2451,683.62,7.86,0.022
T0000351,P0028,PLANT-SOUTH,PLA Paper,2024-09-07,33356,491.68,0.6065,1921.09,18.09,0.022
T0000352,P0023,PLANT-CENTRAL,PLA Paper,2024-09-07,46476,603.265,0.845,2357.08,27.09,0.022
T0000353,P0021,PLANT-EAST,Bagasse,2024-09-07,33889,599.846,0.8069,1111.27,27.68,0.031
T0000354,P0018,PLANT-WEST,PLA Paper,2024-09-11,46326,509.588,0.8423,1991.06,32.78,0.022
T0000355,P0066,PLANT-WEST,Bagasse,2024-09-11,42167,746.359,1.004,1382.7,39.07,0.031
T0000356,P0053,PLANT-EAST,PLA Paper,2024-09-11,23278,302.15,0.4232,1180.56,14.52,0.022
T0000357,P0041,PLANT-EAST,Bagasse,2024-09-13,33817,679.728,0.8052,1259.26,27.62,0.031
T0000358,P0011,PLANT-CENTRAL,Bagasse,2024-09-12,40444,812.94,0.963,1506.05,30.87,0.031
T0000359,P0042,PLANT-WEST,Molded Fiber,2024-09-12,21731,582.393,0.8358,1207.53,32.53,0.048
T0000360,P0009,PLANT-EAST,RPET,2024-09-06,16298,538.503,0.8578,1823.32,29.42,0.052
T0000361,P0025,PLANT-EAST,PLA Paper,2024-09-06,14410,93.527,0.1501,365.43,5.15,0.017
T0000362,P0021,PLANT-EAST,Bagasse,2024-09-06,18901,334.565,0.45,619.81,15.44,0.031
T0000363,P0014,PLANT-WEST,RPET,2024-09-06,28213,1058.555,1.4849,3584.16,57.79,0.052
T0000364,P0001,PLANT-EAST,Bagasse,2024-09-18,6485,97.276,0.1544,180.21,5.3,0.031
T0000365,P0010,PLANT-WEST,PLA Paper,2024-09-18,11673,75.761,0.1216,296.01,4.73,0.017
T0000366,P0015,PLANT-CENTRAL,PLA Paper,2024-09-18,11038,81.355,0.115,317.87,3.69,0.017
T0000367,P0044,PLANT-SOUTH,RPET,2024-09-18,10301,386.519,0.5422,1308.72,16.17,0.052
T0000368,P0058,PLANT-WEST,PLA Paper,2024-09-16,37505,552.825,0.6819,2160.0,26.54,0.022
T0000369,P0004,PLANT-SOUTH,RPET,2024-09-16,34467,965.084,1.8141,3267.68,54.1,0.052
T0000370,P0018,PLANT-WEST,PLA Paper,2024-09-16,39604,435.647,0.7201,1702.16,28.03,0.022
T0000371,P0050,PLANT-WEST,PLA Paper,2024-09-25,15040,82.724,0.1567,323.22,6.1,0.017
T0000372,P0049,PLANT-EAST,RPET,2024-09-25,28533,798.945,1.5018,2705.15,51.51,0.052
T0000373,P0073,PLANT-EAST,PLA Paper,2024-09-07,1752,25.833,0.0319,100.93,1.09,0.022
T0000374,P0017,PLANT-EAST,Molded Fiber,2024-09-07,5167,103.34,0.1987,214.27,6.82,0.048
T0000375,P0035,PLANT-CENTRAL,PLA Paper,2024-09-07,4973,27.355,0.0518,106.88,1.66,0.017
T0000376,P0006,PLANT-WEST,Bagasse,2024-09-23,33109,586.036,0.7883,1085.69,30.68,0.031
T0000377,P0053,PLANT-EAST,PLA Paper,2024-09-24,13187,171.169,0.2398,668.79,8.22,0.022
T0000378,P0012,PLANT-SOUTH,Molded Fiber,2024-09-24,10218,273.855,0.393,567.81,11.72,0.048
T0000379,P0060,PLANT-SOUTH,PLA Paper,2024-09-24,8030,59.185,0.0837,231.25,2.49,0.017
T0000380,P0031,PLANT-CENTRAL,Bagasse,2024-09-28,28463,426.95,0.6777,790.97,21.73,0.031
T0000381,P0052,PLANT-SOUTH,Molded Fiber,2024-09-07,34175,806.54,1.3144,1672.28,39.2,0.048
T0000382,P0067,PLANT-CENTRAL,Molded Fiber,2024-09-07,22686,535.413,0.8726,1110.12,27.97,0.048
T0000383,P0030,PLANT-WEST,PLA Paper,2024-09-07,43627,321.536,0.4545,1256.31,17.69,0.017
T0000384,P0016,PLANT-SOUTH,Bagasse,2024-09-07,16825,252.384,0.4006,467.57,11.95,0.031
T0000385,P0061,PLANT-EAST,Bagasse,2024-09-12,24469,367.043,0.5826,679.98,19.98,0.031
T0000386,P0060,PLANT-SOUTH,PLA Paper,2024-09-12,29490,217.344,0.3072,849.21,9.16,0.017
T0000387,P0016,PLANT-SOUTH,Bagasse,2024-09-08,4789,71.842,0.114,133.09,3.4,0.031
T0000388,P0052,PLANT-SOUTH,Molded Fiber,2024-09-08,2190,51.687,0.0842,107.17,2.51,0.048
T0000389,P0012,PLANT-SOUTH,Molded Fiber,2024-09-16,27669,741.532,1.0642,1537.49,31.73,0.048
T0000390,P0036,PLANT-SOUTH,Bagasse,2024-09-16,22752,402.716,0.5417,746.07,16.15,0.031
T0000391,P0002,PLANT-WEST,Molded Fiber,2024-09-13,9353,187.08,0.3598,387.89,14.0,0.048
T0000392,P0037,PLANT-EAST,Molded Fiber,2024-09-13,9175,216.54,0.3529,448.97,12.1,0.048
T0000393,P0033,PLANT-EAST,PLA Paper,2024-09-13,11669,128.367,0.2122,501.56,7.28,0.022
T0000394,P0009,PLANT-EAST,RPET,2024-09-13,8681,286.835,0.4569,971.19,15.67,0.052
T0000395,P0049,PLANT-EAST,RPET,2024-09-24,13489,377.705,0.71,1278.87,24.35,0.052
T0000396,P0002,PLANT-WEST,Molded Fiber,2024-09-24,15252,305.042,0.5866,632.47,22.83,0.048
T0000397,P0078,PLANT-WEST,PLA Paper,2024-09-24,5532,60.86,0.1006,237.79,3.92,0.022
T0000398,P0025,PLANT-EAST,PLA Paper,2024-09-24,10489,68.076,0.1093,265.99,3.75,0.017
T0000399,P0002,PLANT-WEST,Molded Fiber,2024-09-08,3331,66.639,0.1282,138.17,4.99,0.048
T0000400,P0002,PLANT-WEST,Molded Fiber,2024-09-05,22939,458.782,0.8823,951.24,34.34,0.048
T0000401,P0038,PLANT-WEST,PLA Paper,2024-09-05,17538,227.654,0.3189,889.49,12.41,0.022
T0000402,P0011,PLANT-CENTRAL,Bagasse,2024-09-05,42911,862.516,1.0217,1597.9,32.76,0.031
T0000403,P0023,PLANT-CENTRAL,PLA Paper,2024-09-05,45859,595.262,0.8338,2325.81,26.73,0.022
T0000404,P0036,PLANT-SOUTH,Bagasse,2024-09-27,2624,46.451,0.0625,86.06,1.86,0.031
T0000405,P0015,PLANT-CENTRAL,PLA Paper,2024-09-26,19810,146.005,0.2064,570.47,6.62,0.017
T0000406,P0056,PLANT-SOUTH,Bagasse,2024-09-26,19705,396.088,0.4692,733.79,13.99,0.031
T0000407,P0025,PLANT-EAST,PLA Paper,2024-09-26,21725,140.997,0.2263,550.91,7.76,0.017
T0000408,P0018,PLANT-WEST,PLA Paper,2024-09-26,25843,284.279,0.4699,1110.74,18.29,0.022
T0000409,P0069,PLANT-EAST,RPET,2024-09-11,32206,1064.111,1.6951,3602.97,58.14,0.052
T0000410,P0046,PLANT-WEST,Bagasse,2024-09-21,17926,268.901,0.4268,498.17,16.61,0.031
T0000411,P0064,PLANT-SOUTH,RPET,2024-09-14,33291,932.152,1.7522,3156.17,52.25,0.052
T0000412,P0073,PLANT-EAST,PLA Paper,2024-09-14,37575,553.865,0.6832,2164.06,23.43,0.022
T0000413,P0043,PLANT-CENTRAL,PLA Paper,2024-09-04,15075,222.215,0.2741,868.24,8.79,0.022
T0000414,P0063,PLANT-CENTRAL,PLA Paper,2024-09-04,23131,254.451,0.4206,994.19,13.48,0.022
T0000415,P0065,PLANT-EAST,PLA Paper,2024-09-04,21022,115.623,0.219,451.76,7.51,0.017
T0000416,P0073,PLANT-EAST,PLA Paper,2024-09-18,27011,398.146,0.4911,1555.64,16.85,0.022
T0000417,P0016,PLANT-SOUTH,Bagasse,2024-09-18,24248,363.731,0.5774,673.85,17.22,0.031
T0000418,P0075,PLANT-CENTRAL,PLA Paper,2024-09-09,23271,171.512,0.2424,670.13,7.77,0.017
T0000419,P0028,PLANT-SOUTH,PLA Paper,2024-09-09,39221,578.131,0.7131,2258.87,21.27,0.022
T0000420,P0078,PLANT-WEST,PLA Paper,2024-09-09,43427,477.701,0.7896,1866.48,30.73,0.022
T0000421,P0047,PLANT-CENTRAL,Molded Fiber,2024-09-09,38894,777.899,1.496,1612.9,47.96,0.048
T0000422,P0008,PLANT-SOUTH,PLA Paper,2024-09-15,4544,58.994,0.0826,230.5,2.46,0.022
T0000423,P0075,PLANT-CENTRAL,PLA Paper,2024-09-15,3877,28.58,0.0404,111.67,1.3,0.017
T0000424,P0027,PLANT-CENTRAL,Molded Fiber,2024-09-15,9950,266.677,0.3827,552.93,12.27,0.048
T0000425,P0060,PLANT-SOUTH,PLA Paper,2024-09-15,8873,65.4,0.0924,255.53,2.76,0.017
T0000426,P0008,PLANT-SOUTH,PLA Paper,2024-09-15,14852,192.789,0.2701,753.26,8.05,0.022
T0000427,P0023,PLANT-CENTRAL,PLA Paper,2024-09-15,15012,194.859,0.273,761.35,8.75,0.022
T0000428,P0034,PLANT-WEST,RPET,2024-09-02,22336,625.422,1.1756,2117.62,45.75,0.052
T0000429,P0043,PLANT-CENTRAL,PLA Paper,2024-09-18,45816,675.342,0.833,2638.7,26.71,0.022
T0000430,P0033,PLANT-EAST,PLA Paper,2024-09-18,45746,503.211,0.8318,1966.14,28.53,0.022
T0000431,P0039,PLANT-CENTRAL,RPET,2024-09-18,18719,618.489,0.9852,2094.14,31.59,0.052
T0000432,P0026,PLANT-WEST,Bagasse,2024-09-08,14848,298.451,0.3535,552.91,13.76,0.031
T0000433,P0047,PLANT-CENTRAL,Molded Fiber,2024-09-08,11225,224.517,0.4318,465.51,13.84,0.048
T0000434,P0080,PLANT-SOUTH,PLA Paper,2024-09-06,6003,33.017,0.0625,129.0,1.86,0.017
T0000435,P0041,PLANT-EAST,Bagasse,2024-09-06,14473,290.921,0.3446,538.96,11.82,0.031
T0000436,P0001,PLANT-EAST,Bagasse,2024-09-06,8343,125.155,0.1987,231.86,6.81,0.031
T0000437,P0006,PLANT-WEST,Bagasse,2024-09-06,12578,222.647,0.2995,412.48,11.66,0.031
T0000438,P0037,PLANT-EAST,Molded Fiber,2024-09-19,29835,704.108,1.1475,1459.9,39.36,0.048
T0000439,P0061,PLANT-EAST,Bagasse,2024-09-19,16805,252.09,0.4001,467.02,13.72,0.031
T0000440,P0078,PLANT-WEST,PLA Paper,2024-09-19,44525,489.781,0.8096,1913.67,31.51,0.022
T0000441,P0034,PLANT-WEST,RPET,2024-09-20,42448,1188.553,2.2341,4024.32,86.95,0.052
T0000442,P0059,PLANT-CENTRAL,RPET,2024-09-20,36389,1365.324,1.9152,4622.85,61.4,0.052
T0000443,P0028,PLANT-SOUTH,PLA Paper,2024-09-06,12358,182.17,0.2247,711.78,6.7,0.022
T0000444,P0038,PLANT-WEST,PLA Paper,2024-09-12,8366,108.591,0.1521,424.29,5.92,0.022
T0000445,P0068,PLANT-SOUTH,PLA Paper,2024-09-12,9168,119.01,0.1667,465.0,4.97,0.022
T0000446,P0011,PLANT-CENTRAL,Bagasse,2024-09-12,9015,181.211,0.2147,335.71,6.88,0.031
T0000447,P0026,PLANT-WEST,Bagasse,2024-09-12,7685,154.473,0.183,286.18,7.12,0.031
T0000448,P0079,PLANT-CENTRAL,RPET,2024-09-16,32695,915.464,1.7208,3099.67,55.17,0.052
T0000449,P0062,PLANT-WEST,Molded Fiber,2024-09-16,31096,621.933,1.196,1289.52,46.55,0.048
T0000450,P0042,PLANT-WEST,Molded Fiber,2024-09-16,39747,1065.244,1.5288,2208.68,59.5,0.048
T0000451,P0008,PLANT-SOUTH,PLA Paper,2024-09-23,2156,27.991,0.0392,109.36,1.17,0.022
T0000452,P0002,PLANT-WEST,Molded Fiber,2024-09-23,3534,70.693,0.1359,146.58,5.29,0.048
T0000453,P0048,PLANT-SOUTH,PLA Paper,2024-09-16,5466,60.129,0.0994,234.94,2.96,0.022
T0000454,P0060,PLANT-SOUTH,PLA Paper,2024-09-16,7025,51.777,0.0732,202.3,2.18,0.017
T0000455,P0035,PLANT-CENTRAL,PLA Paper,2024-09-16,11551,63.533,0.1203,248.23,3.86,0.017
T0000456,P0080,PLANT-SOUTH,PLA Paper,2024-09-16,6730,37.017,0.0701,144.63,2.09,0.017
T0000457,P0040,PLANT-SOUTH,PLA Paper,2024-09-20,36876,239.331,0.3841,935.11,11.45,0.017
T0000458,P0057,PLANT-EAST,Molded Fiber,2024-09-25,3912,104.863,0.1505,217.42,5.16,0.048
T0000459,P0072,PLANT-SOUTH,Molded Fiber,2024-09-03,44691,1197.724,1.7189,2483.36,51.26,0.048
T0000460,P0004,PLANT-SOUTH,RPET,2024-09-03,29059,813.654,1.5294,2754.95,45.61,0.052
T0000461,P0049,PLANT-EAST,RPET,2024-09-03,27945,782.464,1.4708,2649.35,50.45,0.052
T0000462,P0048,PLANT-SOUTH,PLA Paper,2024-09-21,46627,512.906,0.8478,2004.03,25.28,0.022
T0000463,P0051,PLANT-CENTRAL,Bagasse,2024-09-21,26008,460.346,0.6192,852.84,19.85,0.031
T0000464,P0009,PLANT-EAST,RPET,2024-09-08,29832,985.658,1.5701,3337.34,53.86,0.052
T0000465,P0033,PLANT-EAST,PLA Paper,2024-09-22,17203,189.238,0.3128,739.39,10.73,0.022
T0000466,P0011,PLANT-CENTRAL,Bagasse,2024-09-04,29519,593.334,0.7028,1099.21,22.53,0.031
T0000467,P0059,PLANT-CENTRAL,RPET,2024-09-17,4142,155.423,0.218,526.25,6.99,0.052
T0000468,P0011,PLANT-CENTRAL,Bagasse,2024-09-17,2946,59.221,0.0702,109.71,2.25,0.031
T0000469,P0042,PLANT-WEST,Molded Fiber,2024-09-20,23647,633.741,0.9095,1314.0,35.4,0.048
T0000470,P0006,PLANT-WEST,Bagasse,2024-09-21,1826,32.331,0.0435,59.9,1.69,0.031
T0000471,P0008,PLANT-SOUTH,PLA Paper,2024-09-21,2557,33.193,0.0465,129.69,1.39,0.022
T0000472,P0066,PLANT-WEST,Bagasse,2024-09-21,3148,55.73,0.075,103.25,2.92,0.031
T0000473,P0012,PLANT-SOUTH,Molded Fiber,2024-09-25,42699,1144.349,1.6423,2372.69,48.97,0.048
T0000474,P0046,PLANT-WEST,Bagasse,2024-09-25,35320,529.814,0.841,981.53,32.73,0.031
T0000475,P0031,PLANT-CENTRAL,Bagasse,2024-09-25,27057,405.867,0.6442,751.91,20.65,0.031
T0000476,P0067,PLANT-CENTRAL,Molded Fiber,2024-09-25,31079,733.484,1.1954,1520.81,38.32,0.048
T0000477,P0004,PLANT-SOUTH,RPET,2024-09-14,33152,928.283,1.7449,3143.07,52.03,0.052
T0000478,P0068,PLANT-SOUTH,PLA Paper,2024-09-14,36940,479.49,0.6716,1873.46,20.03,0.022
T0000479,P0029,PLANT-EAST,RPET,2024-09-14,21714,814.714,1.1428,2758.54,39.2,0.052
T0000480,P0020,PLANT-SOUTH,PLA Paper,2024-09-14,14014,77.078,0.146,301.16,4.35,0.017
T0000481,P0068,PLANT-SOUTH,PLA Paper,2024-09-10,26175,339.763,0.4759,1327.52,14.19,0.022
T0000482,P0009,PLANT-EAST,RPET,2024-09-10,45361,1498.754,2.3875,5074.63,81.89,0.052
T0000483,P0006,PLANT-WEST,Bagasse,2024-09-10,19958,353.269,0.4752,654.47,18.5,0.031
T0000484,P0064,PLANT-SOUTH,RPET,2024-09-22,13114,367.219,0.6903,1243.37,20.58,0.052
T0000485,P0070,PLANT-WEST,PLA Paper,2024-09-15,34386,223.169,0.3582,871.97,13.94,0.017
T0000486,P0024,PLANT-SOUTH,RPET,2024-09-15,27341,903.372,1.439,3058.73,42.91,0.052
T0000487,P0059,PLANT-CENTRAL,RPET,2024-09-15,29544,1108.502,1.555,3753.28,49.85,0.052
