Transaction_ID,Order_ID,Invoice_ID,Invoice_Line_ID,Transaction_Date,Posting_Date,Customer_ID,Product_ID,Sales_Org,Business_Unit,Region_ID,Currency_Code,Quantity_Sold,Gross_Sales_Amount,Discount_Amount,Net_Sales_Amount,Returns_Amount,Rebate_Amount,Freight_Revenue,Tax_Amount,COGS_Amount
T0000147,O0000049,INV0000074,IL0000147,2026-04-24,2026-04-24,C00412,P0142,SO05,BU1,R02,USD,186,66.12,2.63,61.42,1.42,1.74,1.09,2.47,39.32
T0000148,O0000050,INV0000074,IL0000148,2025-05-09,2025-05-09,C00498,P0082,SO03,BU3,R01,USD,931,1325.56,68.58,1220.67,5.1,60.44,29.23,65.6,854.43
T0000149,O0000050,INV0000075,IL0000149,2025-05-13,2025-05-13,C00222,P0129,SO02,BU2,R03,USD,264,412.71,12.55,380.65,2.01,21.22,3.72,13.83,307.59
T0000150,O0000050,INV0000075,IL0000150,2025-10-18,2025-10-18,C00434,P0021,SO04,BU1,R01,USD,412,772.75,42.57,730.9,2.9,12.87,16.49,8.63,479.66
T0000151,O0000051,INV0000076,IL0000151,2026-08-18,2026-08-18,C00079,P0044,SO05,BU4,R04,USD,701,1703.15,95.99,1565.43,42.17,2.66,3.1,63.2,1123.41
T0000152,O0000051,INV0000076,IL0000152,2026-10-29,2026-10-29,C00108,P0147,SO04,BU2,R02,USD,72,108.71,6.82,97.33,0.94,5.72,2.1,4.67,76.67
T0000153,O0000051,INV0000077,IL0000153,2025-11-01,2025-11-01,C00233,P0019,SO02,BU2,R01,USD,333,450.78,21.83,416.79,2.76,15.04,5.64,21.42,307.05
T0000154,O0000052,INV0000077,IL0000154,2025-12-20,2025-12-20,C00500,P0103,SO05,BU1,R02,USD,768,1194.24,12.68,1186.33,8.66,8.05,21.48,4.2,620.34
T0000155,O0000052,INV0000078,IL0000155,2026-01-29,2026-01-29,C00443,P0108,SO03,BU4,R02,USD,337,792.62,74.01,698.23,17.15,8.28,5.05,22.82,601.5
T0000156,O0000052,INV0000078,IL0000156,2025-11-12,2025-11-12,C00255,P0006,SO03,BU3,R04,USD,815,1246.54,120.5,1096.32,8.05,24.19,2.52,67.71,771.07
T0000157,O0000053,INV0000079,IL0000157,2026-11-01,2026-11-01,C00345,P0121,SO05,BU2,R01,USD,1109,223.8,2.41,220.5,0.9,3.26,3.27,0.7,132.69
T0000158,O0000053,INV0000079,IL0000158,2025-02-22,2025-02-22,C00292,P0144,SO02,BU3,R02,USD,752,1246.14,9.16,1179.68,18.85,52.39,13.94,56.19,943.26
T0000159,O0000053,INV0000080,IL0000159,2025-05-02,2025-05-02,C00066,P0025,SO03,BU1,R01,USD,774,1782.06,60.43,1611.62,50.2,74.0,14.19,56.42,1109.43
T0000160,O0000054,INV0000080,IL0000160,2025-02-16,2025-02-16,C00020,P0036,SO01,BU3,R02,USD,980,1535.27,22.87,1516.66,41.14,11.8,57.2,41.72,873.86
T0000161,O0000054,INV0000081,IL0000161,2026-09-24,2026-09-24,C00379,P0077,SO04,BU3,R02,USD,698,1071.08,54.59,987.94,15.74,33.16,20.35,22.91,519.11
T0000162,O0000054,INV0000081,IL0000162,2025-04-23,2025-04-23,C00214,P0150,SO05,BU2,R03,USD,64,113.52,3.01,104.84,2.23,6.07,2.63,0.38,61.72
T0000163,O0000055,INV0000082,IL0000163,2026-05-07,2026-05-07,C00088,P0135,SO05,BU4,R04,USD,788,452.78,30.82,399.91,0.43,23.61,1.99,8.78,219.74
T0000164,O0000055,INV0000082,IL0000164,2025-06-05,2025-06-05,C00212,P0053,SO04,BU2,R02,USD,1037,2332.42,214.7,1968.06,61.07,94.4,5.81,28.56,1209.74
T0000165,O0000055,INV0000083,IL0000165,2025-11-29,2025-11-29,C00340,P0123,SO02,BU1,R02,USD,781,794.82,13.76,755.61,21.75,14.96,11.26,38.13,553.32
T0000166,O0000056,INV0000083,IL0000166,2026-10-21,2026-10-21,C00412,P0068,SO05,BU4,R02,USD,1001,693.99,17.11,683.69,11.62,8.58,27.01,13.83,390.95
T0000167,O0000056,INV0000084,IL0000167,2025-08-01,2025-08-01,C00354,P0126,SO01,BU3,R01,USD,992,1102.41,102.93,961.96,26.31,16.58,5.37,25.57,738.01
T0000168,O0000056,INV0000084,IL0000168,2026-02-09,2026-02-09,C00420,P0089,SO05,BU1,R02,USD,604,176.55,16.87,154.92,0.42,8.97,4.63,2.32,121.69
T0000169,O0000057,INV0000085,IL0000169,2026-07-06,2026-07-06,C00139,P0144,SO04,BU1,R02,USD,291,137.24,10.17,130.67,0.99,0.38,4.97,2.13,74.55
T0000170,O0000057,INV0000085,IL0000170,2025-04-13,2025-04-13,C00212,P0085,SO01,BU4,R02,USD,215,429.74,5.91,391.0,12.43,23.11,2.71,24.1,284.84
T0000171,O0000057,INV0000086,IL0000171,2026-05-03,2026-05-03,C00245,P0052,SO05,BU2,R03,USD,667,628.38,3.72,593.47,14.49,22.54,5.84,35.33,431.59
T0000172,O0000058,INV0000086,IL0000172,2025-02-08,2025-02-08,C00468,P0045,SO04,BU2,R02,USD,370,989.23,3.59,925.32,24.82,42.87,7.37,56.5,682.29
T0000173,O0000058,INV0000087,IL0000173,2025-10-24,2025-10-24,C00449,P0010,SO01,BU1,R01,USD,621,1053.53,11.3,1036.35,31.07,16.49,41.68,35.83,665.96
T0000174,O0000058,INV0000087,IL0000174,2025-05-18,2025-05-18,C00436,P0130,SO05,BU3,R02,USD,568,394.65,4.45,382.38,1.92,9.96,4.06,19.72,210.01
T0000175,O0000059,INV0000088,IL0000175,2025-10-30,2025-10-30,C00291,P0050,SO01,BU2,R02,USD,840,2006.0,103.37,1838.4,5.22,73.84,14.83,41.64,1041.86
T0000176,O0000059,INV0000088,IL0000176,2025-09-12,2025-09-12,C00004,P0067,SO03,BU1,R02,USD,492,675.42,18.03,644.55,6.68,21.64,15.48,16.22,373.67
T0000177,O0000059,INV0000089,IL0000177,2025-08-30,2025-08-30,C00032,P0031,SO05,BU3,R04,USD,638,386.88,26.54,342.65,10.71,18.89,11.91,15.32,260.48
T0000178,O0000060,INV0000089,IL0000178,2025-10-30,2025-10-30,C00189,P0057,SO03,BU4,R03,USD,283,412.25,18.76,384.37,12.23,8.47,11.58,20.38,303.24
T0000179,O0000060,INV0000090,IL0000179,2026-11-12,2026-11-12,C00423,P0056,SO03,BU4,R04,USD,177,280.21,14.8,249.49,3.04,14.14,1.26,15.77,199.53
T0000180,O0000060,INV0000090,IL0000180,2025-07-27,2025-07-27,C00294,P0138,SO05,BU1,R03,USD,346,365.41,19.01,349.52,1.27,4.13,8.52,12.49,184.7
T0000181,O0000061,INV0000091,IL0000181,2025-02-26,2025-02-26,C00233,P0034,SO02,BU1,R01,USD,860,1203.74,6.95,1161.5,16.7,53.42,34.83,66.38,711.25
T0000182,O0000061,INV0000091,IL0000182,2025-08-12,2025-08-12,C00297,P0019,SO02,BU2,R01,USD,877,964.61,6.15,882.77,28.77,49.58,2.66,1.96,715.22
T0000183,O0000061,INV0000092,IL0000183,2026-02-23,2026-02-23,C00093,P0035,SO04,BU2,R03,USD,776,2196.78,84.02,1978.9,57.31,109.56,33.01,91.67,1474.4
T0000184,O0000062,INV0000092,IL0000184,2026-07-07,2026-07-07,C00069,P0090,SO04,BU4,R03,USD,375,1061.59,41.73,994.1,4.06,57.15,35.45,68.09,734.33
T0000185,O0000062,INV0000093,IL0000185,2026-04-20,2026-04-20,C00345,P0140,SO04,BU2,R01,USD,1099,1310.78,30.1,1261.27,18.11,11.18,9.88,67.58,950.39
T0000186,O0000062,INV0000093,IL0000186,2025-02-02,2025-02-02,C00415,P0108,SO05,BU4,R04,USD,42,34.55,0.23,33.78,0.62,0.85,0.93,0.58,25.02
T0000187,O0000063,INV0000094,IL0000187,2025-02-15,2025-02-15,C00206,P0113,SO03,BU4,R03,USD,1115,847.51,73.2,759.19,1.44,23.49,9.81,38.88,600.39
T0000188,O0000063,INV0000094,IL0000188,2025-11-23,2025-11-23,C00296,P0083,SO03,BU4,R04,USD,628,1582.31,155.97,1383.03,24.74,35.99,17.42,57.28,1006.16
T0000189,O0000063,INV0000095,IL0000189,2025-06-29,2025-06-29,C00321,P0110,SO03,BU2,R01,USD,1025,312.83,10.77,296.02,6.04,6.56,6.56,8.46,211.15
T0000190,O0000064,INV0000095,IL0000190,2025-11-04,2025-11-04,C00193,P0048,SO03,BU2,R01,USD,979,806.11,18.17,775.73,20.74,6.4,14.93,22.41,399.94
T0000191,O0000064,INV0000096,IL0000191,2026-03-03,2026-03-03,C00286,P0136,SO05,BU1,R03,USD,805,666.86,13.56,629.14,12.94,33.82,22.6,31.91,337.36
T0000192,O0000064,INV0000096,IL0000192,2025-07-15,2025-07-15,C00027,P0069,SO03,BU1,R02,USD,90,226.13,4.25,212.75,5.17,9.01,5.05,12.95,138.9
T0000193,O0000065,INV0000097,IL0000193,2025-12-07,2025-12-07,C00156,P0004,SO02,BU3,R02,USD,399,1096.73,12.87,1032.72,32.89,28.89,10.64,14.78,712.03
T0000194,O0000065,INV0000097,IL0000194,2025-09-03,2025-09-03,C00283,P0083,SO05,BU2,R02,USD,789,1124.25,72.93,1058.38,10.4,22.24,39.7,59.48,686.33
T0000195,O0000065,INV0000098,IL0000195,2026-04-26,2026-04-26,C00390,P0082,SO02,BU3,R03,USD,769,780.92,3.57,725.78,20.24,31.84,0.51,29.67,495.83
T0000196,O0000066,INV0000098,IL0000196,2026-03-04,2026-03-04,C00152,P0040,SO02,BU3,R04,USD,685,543.96,30.99,513.02,4.01,16.47,20.53,27.41,312.51
T0000197,O0000066,INV0000099,IL0000197,2026-05-16,2026-05-16,C00495,P0126,SO05,BU3,R04,USD,354,756.32,26.64,709.33,3.18,22.74,5.57,49.17,551.37
T0000198,O0000066,INV0000099,IL0000198,2025-03-02,2025-03-02,C00269,P0009,SO03,BU3,R03,USD,109,242.07,9.98,229.74,6.12,3.08,6.85,8.13,116.81
T0000199,O0000067,INV0000100,IL0000199,2026-01-18,2026-01-18,C00031,P0124,SO01,BU4,R04,USD,42,8.3,0.46,7.69,0.0,0.24,0.09,0.01,6.26
T0000200,O0000067,INV0000100,IL0000200,2026-12-16,2026-12-16,C00346,P0111,SO01,BU2,R01,USD,229,602.54,31.6,552.12,4.36,20.54,6.08,30.72,349.02
T0000201,O0000067,INV0000101,IL0000201,2025-03-22,2025-03-22,C00192,P0104,SO05,BU3,R04,USD,1167,967.91,67.49,850.75,8.71,44.08,3.12,38.7,733.36
T0000202,O0000068,INV0000101,IL0000202,2025-02-02,2025-02-02,C00048,P0104,SO03,BU1,R04,USD,782,1294.76,7.27,1300.81,0.37,12.2,25.89,71.42,778.79
T0000203,O0000068,INV0000102,IL0000203,2026-08-03,2026-08-03,C00440,P0025,SO02,BU1,R04,USD,97,76.97,6.94,66.86,1.6,2.4,0.83,3.2,56.86
T0000204,O0000068,INV0000102,IL0000204,2025-10-15,2025-10-15,C00461,P0140,SO04,BU3,R03,USD,77,50.74,4.32,46.11,0.02,0.58,0.29,2.65,36.01
T0000205,O0000069,INV0000103,IL0000205,2025-03-20,2025-03-20,C00154,P0042,SO04,BU3,R01,USD,502,849.94,72.2,748.26,17.26,25.27,13.05,41.4,584.02
T0000206,O0000069,INV0000103,IL0000206,2026-12-07,2026-12-07,C00371,P0021,SO02,BU1,R02,USD,718,232.2,10.15,219.0,5.84,4.35,7.14,6.08,173.54
T0000207,O0000069,INV0000104,IL0000207,2025-12-01,2025-12-01,C00016,P0070,SO05,BU3,R04,USD,1014,800.15,44.25,757.47,9.01,8.17,18.75,40.94,469.22
T0000208,O0000070,INV0000104,IL0000208,2025-10-30,2025-10-30,C00409,P0064,SO03,BU3,R01,USD,178,159.4,6.06,150.72,3.75,1.35,2.48,0.97,92.61
T0000209,O0000070,INV0000105,IL0000209,2025-11-12,2025-11-12,C00228,P0093,SO04,BU1,R02,USD,219,116.9,2.19,111.48,1.57,3.57,1.91,2.76,56.97
T0000210,O0000070,INV0000105,IL0000210,2025-04-06,2025-04-06,C00306,P0084,SO03,BU1,R01,USD,35,33.57,1.3,31.74,0.09,1.66,1.22,1.27,25.31
T0000211,O0000071,INV0000106,IL0000211,2025-06-23,2025-06-23,C00351,P0098,SO01,BU2,R04,USD,294,264.01,7.09,256.24,1.16,2.43,2.91,14.04,148.88
T0000212,O0000071,INV0000106,IL0000212,2026-01-05,2026-01-05,C00129,P0064,SO01,BU4,R01,USD,410,575.02,7.79,573.96,0.12,12.51,19.36,34.64,337.17
T0000213,O0000071,INV0000107,IL0000213,2026-03-27,2026-03-27,C00172,P0111,SO05,BU4,R02,USD,288,282.87,17.06,254.47,5.9,7.45,2.01,5.68,167.32
T0000214,O0000072,INV0000107,IL0000214,2026-12-13,2026-12-13,C00325,P0126,SO04,BU3,R03,USD,506,531.35,14.89,513.07,12.53,10.67,19.81,35.82,284.77
T0000215,O0000072,INV0000108,IL0000215,2025-07-04,2025-07-04,C00350,P0141,SO01,BU1,R03,USD,955,2576.3,54.01,2349.98,61.65,117.79,7.13,130.78,1848.19
T0000216,O0000072,INV0000108,IL0000216,2026-11-21,2026-11-21,C00256,P0036,SO05,BU2,R04,USD,505,431.62,6.65,418.29,5.48,8.95,7.75,17.05,279.44
T0000217,O0000073,INV0000109,IL0000217,2026-07-02,2026-07-02,C00260,P0108,SO03,BU2,R02,USD,85,194.75,7.0,181.74,5.23,5.75,4.97,9.78,98.11
T0000218,O0000073,INV0000109,IL0000218,2026-11-05,2026-11-05,C00341,P0091,SO01,BU2,R03,USD,100,168.38,10.86,147.53,3.27,8.95,2.23,1.09,118.36
T0000219,O0000073,INV0000110,IL0000219,2025-04-11,2025-04-11,C00133,P0057,SO02,BU1,R03,USD,1072,1790.03,123.09,1651.4,11.87,36.83,33.16,79.81,1199.81
T0000220,O0000074,INV0000110,IL0000220,2025-06-04,2025-06-04,C00177,P0007,SO01,BU4,R01,USD,224,217.01,19.98,192.89,0.56,9.92,6.34,4.63,125.33
T0000221,O0000074,INV0000111,IL0000221,2025-07-31,2025-07-31,C00267,P0124,SO02,BU4,R02,USD,985,434.09,31.34,396.04,5.89,1.6,0.78,0.63,294.75
T0000222,O0000074,INV0000111,IL0000222,2025-12-18,2025-12-18,C00332,P0028,SO01,BU2,R02,USD,509,792.87,43.76,737.3,7.87,18.59,14.65,32.5,557.68
T0000223,O0000075,INV0000112,IL0000223,2025-07-10,2025-07-10,C00328,P0111,SO03,BU1,R04,USD,69,148.27,13.09,129.71,2.0,3.5,0.03,2.53,80.09
T0000224,O0000075,INV0000112,IL0000224,2026-12-22,2026-12-22,C00415,P0017,SO04,BU3,R04,USD,218,504.6,27.09,468.8,5.54,5.47,2.3,16.06,336.97
T0000225,O0000075,INV0000113,IL0000225,2026-10-17,2026-10-17,C00161,P0100,SO05,BU4,R01,USD,813,1420.55,49.42,1333.11,36.03,48.23,46.24,27.76,962.67
T0000226,O0000076,INV0000113,IL0000226,2026-09-22,2026-09-22,C00303,P0022,SO05,BU1,R04,USD,651,322.05,9.83,304.75,1.77,12.28,6.58,2.94,192.3
T0000227,O0000076,INV0000114,IL0000227,2026-01-28,2026-01-28,C00217,P0048,SO01,BU4,R01,USD,1110,2254.96,145.5,2017.16,67.64,68.82,44.16,44.42,1170.96
T0000228,O0000076,INV0000114,IL0000228,2026-04-07,2026-04-07,C00318,P0014,SO02,BU4,R03,USD,29,42.74,0.83,41.22,0.49,1.32,1.12,1.42,25.41
T0000229,O0000077,INV0000115,IL0000229,2026-12-29,2026-12-29,C00431,P0114,SO01,BU4,R04,USD,352,141.05,0.44,136.67,3.22,2.27,1.55,1.61,88.94
T0000230,O0000077,INV0000115,IL0000230,2026-04-14,2026-04-14,C00290,P0127,SO03,BU2,R01,USD,1056,509.31,5.82,476.06,11.84,23.06,7.47,1.39,361.78
T0000231,O0000077,INV0000116,IL0000231,2026-03-28,2026-03-28,C00280,P0056,SO04,BU2,R04,USD,219,469.78,30.71,413.59,3.49,22.6,0.61,24.96,260.06
T0000232,O0000078,INV0000116,IL0000232,2025-03-31,2025-03-31,C00225,P0031,SO03,BU4,R01,USD,439,1029.28,60.51,943.75,10.83,40.24,26.05,9.2,541.89
T0000233,O0000078,INV0000117,IL0000233,2025-07-31,2025-07-31,C00417,P0053,SO02,BU2,R01,USD,1177,1314.36,36.94,1269.8,21.24,23.4,37.02,23.76,737.37
T0000234,O0000078,INV0000117,IL0000234,2026-06-11,2026-06-11,C00461,P0025,SO05,BU1,R03,USD,852,2243.4,222.65,2024.46,58.35,15.66,77.72,100.81,1233.67
T0000235,O0000079,INV0000118,IL0000235,2025-09-11,2025-09-11,C00390,P0101,SO01,BU4,R03,USD,301,518.23,13.93,498.11,6.44,12.88,13.13,3.25,376.46
T0000236,O0000079,INV0000118,IL0000236,2026-06-12,2026-06-12,C00384,P0072,SO02,BU4,R04,USD,941,2556.89,83.68,2439.09,0.19,108.87,74.94,78.27,1750.6
T0000237,O0000079,INV0000119,IL0000237,2026-11-12,2026-11-12,C00358,P0092,SO03,BU3,R03,USD,1104,1371.06,132.74,1184.79,33.93,37.31,17.71,45.39,766.98
T0000238,O0000080,INV0000119,IL0000238,2025-05-14,2025-05-14,C00290,P0125,SO01,BU3,R01,USD,109,32.99,2.07,31.29,0.83,0.03,1.23,1.0,17.29
T0000239,O0000080,INV0000120,IL0000239,2026-03-15,2026-03-15,C00104,P0034,SO05,BU2,R04,USD,335,842.42,73.85,752.29,2.36,16.7,2.78,34.17,561.1
T0000240,O0000080,INV0000120,IL0000240,2025-02-23,2025-02-23,C00203,P0079,SO03,BU4,R02,USD,889,1715.86,120.74,1559.17,0.06,45.0,9.11,74.21,932.28
T0000241,O0000081,INV0000121,IL0000241,2025-01-10,2025-01-10,C00005,P0088,SO04,BU4,R03,USD,874,1776.93,84.88,1728.41,12.2,8.73,57.29,44.47,904.27
T0000242,O0000081,INV0000121,IL0000242,2025-11-03,2025-11-03,C00071,P0098,SO05,BU1,R04,USD,302,109.54,6.17,101.91,2.01,0.99,1.54,5.34,59.11
T0000243,O0000081,INV0000122,IL0000243,2026-02-26,2026-02-26,C00316,P0114,SO02,BU3,R02,USD,187,481.32,6.74,460.24,1.78,19.33,6.77,25.49,288.9
T0000244,O0000082,INV0000122,IL0000244,2025-09-11,2025-09-11,C00142,P0022,SO03,BU4,R03,USD,1143,2039.91,147.11,1771.94,17.44,105.61,2.19,108.63,1462.98
T0000245,O0000082,INV0000123,IL0000245,2025-07-30,2025-07-30,C00266,P0131,SO02,BU3,R01,USD,812,786.91,4.29,735.68,21.2,41.32,15.58,25.73,402.56
T0000246,O0000082,INV0000123,IL0000246,2026-09-01,2026-09-01,C00037,P0136,SO01,BU1,R03,USD,749,2002.53,26.43,1891.06,51.71,62.6,29.27,100.97,1344.15
T0000247,O0000083,INV0000124,IL0000247,2025-03-16,2025-03-16,C00009,P0018,SO01,BU1,R01,USD,546,412.78,38.08,358.64,11.75,9.04,4.73,19.26,280.5
T0000248,O0000083,INV0000124,IL0000248,2026-03-10,2026-03-10,C00360,P0103,SO03,BU3,R04,USD,1108,1789.97,27.33,1816.31,4.49,7.78,65.94,19.75,1347.5
T0000249,O0000083,INV0000125,IL0000249,2025-12-01,2025-12-01,C00201,P0017,SO05,BU2,R01,USD,905,1926.74,163.09,1784.65,3.35,9.14,33.49,76.06,1169.42
T0000250,O0000084,INV0000125,IL0000250,2025-11-13,2025-11-13,C00342,P0045,SO04,BU4,R03,USD,35,72.45,5.08,64.73,0.36,3.8,1.52,3.27,50.66
T0000251,O0000084,INV0000126,IL0000251,2025-06-20,2025-06-20,C00191,P0033,SO04,BU1,R04,USD,251,562.16,1.65,539.93,13.61,8.41,1.44,21.79,381.96
T0000252,O0000084,INV0000126,IL0000252,2025-03-20,2025-03-20,C00255,P0117,SO02,BU1,R04,USD,747,245.02,21.06,228.19,1.23,2.12,7.58,10.77,178.96
T0000253,O0000085,INV0000127,IL0000253,2025-04-29,2025-04-29,C00117,P0131,SO01,BU1,R03,USD,100,247.27,0.3,250.78,0.34,4.95,9.1,16.86,131.08
T0000254,O0000085,INV0000127,IL0000254,2025-02-06,2025-02-06,C00284,P0108,SO03,BU4,R02,USD,669,563.9,51.65,494.11,5.41,25.62,12.89,23.29,289.52
T0000255,O0000085,INV0000128,IL0000255,2025-02-23,2025-02-23,C00092,P0058,SO02,BU1,R02,USD,104,283.65,1.96,282.92,3.96,4.4,9.59,10.95,162.15
T0000256,O0000086,INV0000128,IL0000256,2025-01-09,2025-01-09,C00189,P0052,SO05,BU2,R03,USD,1164,2647.63,195.81,2481.84,19.27,53.63,102.92,134.79,2010.56
T0000257,O0000086,INV0000129,IL0000257,2026-07-14,2026-07-14,C00390,P0063,SO05,BU1,R03,USD,23,61.4,0.15,59.8,1.0,2.15,1.7,1.4,29.64
T0000258,O0000086,INV0000129,IL0000258,2026-11-05,2026-11-05,C00193,P0079,SO04,BU4,R01,USD,430,685.68,16.33,684.31,10.12,2.26,27.34,4.46,465.76
T0000259,O0000087,INV0000130,IL0000259,2025-08-26,2025-08-26,C00460,P0134,SO04,BU2,R02,USD,772,1083.97,81.07,981.51,18.89,30.13,27.63,40.67,640.0
T0000260,O0000087,INV0000130,IL0000260,2025-03-05,2025-03-05,C00223,P0034,SO03,BU4,R04,USD,607,532.22,16.77,497.8,12.79,20.51,15.65,9.48,302.86
T0000261,O0000087,INV0000131,IL0000261,2025-03-18,2025-03-18,C00484,P0052,SO05,BU1,R02,USD,233,138.61,2.28,134.26,1.94,3.1,2.97,1.95,103.97
T0000262,O0000088,INV0000131,IL0000262,2025-11-12,2025-11-12,C00238,P0068,SO04,BU4,R03,USD,195,117.16,8.04,101.92,2.9,4.49,0.19,2.34,83.66
T0000263,O0000088,INV0000132,IL0000263,2025-04-04,2025-04-04,C00365,P0064,SO02,BU4,R03,USD,821,1273.29,86.23,1109.32,9.94,69.38,1.58,35.11,755.35
T0000264,O0000088,INV0000132,IL0000264,2026-07-18,2026-07-18,C00128,P0025,SO05,BU3,R04,USD,218,507.16,7.09,496.66,0.18,23.16,19.93,28.64,262.0
T0000265,O0000089,INV0000133,IL0000265,2026-01-17,2026-01-17,C00352,P0022,SO04,BU3,R04,USD,540,1419.93,10.65,1388.05,42.48,15.44,36.69,8.94,1003.33
T0000266,O0000089,INV0000133,IL0000266,2025-12-06,2025-12-06,C00063,P0011,SO05,BU3,R04,USD,113,71.02,4.08,63.73,1.75,1.54,0.08,0.77,47.68
T0000267,O0000089,INV0000134,IL0000267,2025-08-08,2025-08-08,C00466,P0048,SO04,BU1,R01,USD,583,799.23,11.88,766.2,14.72,27.12,20.69,47.35,495.27
T0000268,O0000090,INV0000134,IL0000268,2026-05-06,2026-05-06,C00032,P0023,SO04,BU1,R04,USD,794,433.84,8.65,412.08,11.51,12.55,10.95,22.93,305.69
T0000269,O0000090,INV0000135,IL0000269,2026-01-27,2026-01-27,C00401,P0092,SO01,BU4,R01,USD,1125,2549.7,87.72,2401.19,43.27,45.1,27.58,100.37,1242.46
T0000270,O0000090,INV0000135,IL0000270,2025-01-31,2025-01-31,C00459,P0072,SO02,BU2,R02,USD,976,1555.35,119.27,1312.35,46.64,83.32,6.23,24.48,1032.63
T0000271,O0000091,INV0000136,IL0000271,2025-02-27,2025-02-27,C00392,P0057,SO04,BU3,R04,USD,805,907.48,76.16,821.03,23.01,8.79,21.51,40.09,640.44
T0000272,O0000091,INV0000136,IL0000272,2026-08-29,2026-08-29,C00015,P0091,SO04,BU3,R04,USD,1164,651.14,61.75,569.3,16.34,29.02,25.27,7.0,411.39
T0000273,O0000091,INV0000137,IL0000273,2025-02-08,2025-02-08,C00047,P0015,SO03,BU4,R04,USD,458,106.81,5.11,100.48,1.06,3.61,3.45,1.25,61.46
T0000274,O0000092,INV0000137,IL0000274,2025-11-28,2025-11-28,C00031,P0006,SO05,BU1,R04,USD,300,674.28,57.08,574.25,17.41,35.62,10.08,15.9,501.49
T0000275,O0000092,INV0000138,IL0000275,2025-04-14,2025-04-14,C00173,P0078,SO01,BU3,R03,USD,289,805.01,58.96,722.89,10.55,28.3,15.69,35.79,457.92
T0000276,O0000092,INV0000138,IL0000276,2026-07-30,2026-07-30,C00356,P0092,SO03,BU4,R02,USD,369,439.22,32.24,398.84,3.88,4.29,0.03,15.99,297.16
T0000277,O0000093,INV0000139,IL0000277,2026-08-05,2026-08-05,C00017,P0047,SO05,BU4,R01,USD,661,1744.51,168.79,1575.26,11.56,54.26,65.36,82.19,906.06
T0000278,O0000093,INV0000139,IL0000278,2025-09-01,2025-09-01,C00178,P0082,SO01,BU2,R01,USD,191,453.4,30.38,404.94,9.92,8.37,0.21,19.65,244.25
T0000279,O0000093,INV0000140,IL0000279,2025-12-25,2025-12-25,C00132,P0028,SO01,BU1,R02,USD,108,130.73,9.58,113.57,3.8,6.36,2.58,4.34,76.61
T0000280,O0000094,INV0000140,IL0000280,2025-04-14,2025-04-14,C00425,P0123,SO04,BU3,R01,USD,471,289.34,2.13,278.87,7.34,4.69,3.69,1.45,215.98
T0000281,O0000094,INV0000141,IL0000281,2025-06-24,2025-06-24,C00455,P0097,SO01,BU2,R04,USD,163,267.42,24.02,240.47,0.75,8.74,6.56,0.52,164.51
T0000282,O0000094,INV0000141,IL0000282,2026-11-01,2026-11-01,C00085,P0112,SO01,BU2,R03,USD,119,53.6,1.1,51.68,0.31,2.06,1.55,0.96,36.68
T0000283,O0000095,INV0000142,IL0000283,2025-10-16,2025-10-16,C00153,P0061,SO04,BU4,R01,USD,111,136.42,7.5,126.52,2.01,0.41,0.02,7.3,68.83
T0000284,O0000095,INV0000142,IL0000284,2026-10-03,2026-10-03,C00308,P0123,SO02,BU3,R02,USD,208,51.73,0.88,51.92,0.45,0.23,1.75,1.44,29.3
T0000285,O0000095,INV0000143,IL0000285,2026-05-16,2026-05-16,C00459,P0068,SO03,BU3,R02,USD,1124,1365.32,50.66,1287.47,15.62,14.01,2.44,23.74,823.46
T0000286,O0000096,INV0000143,IL0000286,2025-10-03,2025-10-03,C00289,P0016,SO05,BU1,R01,USD,208,85.03,2.92,78.2,1.38,4.54,2.01,4.6,53.99
T0000287,O0000096,INV0000144,IL0000287,2026-06-20,2026-06-20,C00215,P0138,SO01,BU4,R04,USD,1182,2995.19,142.65,2782.31,7.09,148.72,85.58,175.37,1858.78
T0000288,O0000096,INV0000144,IL0000288,2026-08-09,2026-08-09,C00347,P0038,SO04,BU4,R02,USD,929,596.05,58.67,496.51,17.38,26.5,3.01,34.35,356.76
T0000289,O0000097,INV0000145,IL0000289,2026-03-22,2026-03-22,C00104,P0038,SO05,BU4,R04,USD,538,556.13,40.44,511.94,13.47,2.66,12.38,30.7,352.91
T0000290,O0000097,INV0000145,IL0000290,2026-06-17,2026-06-17,C00235,P0004,SO05,BU4,R02,USD,1080,2448.47,27.55,2390.7,10.99,76.3,57.07,16.77,1836.73
T0000291,O0000097,INV0000146,IL0000291,2025-04-19,2025-04-19,C00289,P0026,SO05,BU2,R01,USD,1106,2798.18,245.65,2493.61,22.17,100.77,64.02,30.06,1713.75
T0000292,O0000098,INV0000146,IL0000292,2026-02-17,2026-02-17,C00074,P0103,SO02,BU2,R01,USD,820,2095.26,69.46,2002.11,14.93,85.94,77.18,2.84,1531.99
T0000293,O0000098,INV0000147,IL0000293,2025-11-07,2025-11-07,C00160,P0072,SO01,BU4,R04,USD,211,585.86,13.36,561.4,5.28,23.96,18.14,28.64,333.85
T0000294,O0000098,INV0000147,IL0000294,2026-09-12,2026-09-12,C00331,P0023,SO02,BU3,R02,USD,914,680.38,56.06,604.38,15.12,28.42,23.6,21.8,482.99
