Expense_ID,GL_Account,Cost_Center,Department,Expense_Date,Expense_Type,Expense_Category,Expense_Amount
EXP0000337,6500,CC0019,Department 3,2026-03-30,Sales,Sales,20947.21
EXP0000338,6400,CC0020,Department 4,2026-04-04,SG&A,Administrative,18034.76
EXP0000339,6200,CC0016,Department 8,2025-03-23,SG&A,Administrative,17519.38
EXP0000340,6100,CC0015,Department 7,2026-03-17,Marketing,Marketing,14782.98
EXP0000341,6400,CC0002,Department 2,2025-04-25,Sales,Sales,5700.23
EXP0000342,6200,CC0001,Department 1,2025-10-29,Sales,Sales,4755.09
EXP0000343,6200,CC0003,Department 3,2026-08-27,SG&A,Administrative,6462.16
EXP0000344,6400,CC0007,Department 7,2026-05-14,Sales,Sales,7302.23
EXP0000345,6300,CC0016,Department 8,2026-01-20,Operations,Administrative,23318.58
EXP0000346,6500,CC0010,Department 2,2025-05-30,SG&A,Administrative,13404.68
EXP0000347,6300,CC0013,Department 5,2026-02-06,Sales,Sales,23980.4
EXP0000348,6400,CC0002,Department 2,2026-03-26,SG&A,Administrative,4973.75
EXP0000349,6300,CC0017,Department 1,2025-03-06,Sales,Sales,18045.32
EXP0000350,6200,CC0006,Department 6,2025-03-15,SG&A,Administrative,16833.33
EXP0000351,6400,CC0019,Department 3,2025-02-08,SG&A,Administrative,11871.18
EXP0000352,6100,CC0010,Department 2,2025-08-03,Operations,Administrative,15485.97
EXP0000353,6500,CC0011,Department 3,2025-07-23,Sales,Sales,18888.21
EXP0000354,6500,CC0010,Department 2,2025-01-14,Operations,Administrative,8578.81
EXP0000355,6500,CC0018,Department 2,2026-08-16,Marketing,Marketing,18300.12
EXP0000356,6300,CC0007,Department 7,2025-12-09,Marketing,Marketing,10065.69
EXP0000357,6200,CC0009,Department 1,2026-03-27,SG&A,Administrative,1745.36
EXP0000358,6200,CC0016,Department 8,2026-04-05,SG&A,Administrative,8332.77
EXP0000359,6400,CC0007,Department 7,2026-07-13,Marketing,Marketing,20551.81
EXP0000360,6500,CC0019,Department 3,2026-05-25,Operations,Administrative,2563.87
EXP0000361,6200,CC0001,Department 1,2026-09-05,Marketing,Marketing,21284.46
EXP0000362,6500,CC0001,Department 1,2026-07-29,Operations,Administrative,9157.81
EXP0000363,6100,CC0006,Department 6,2026-10-07,Sales,Sales,11833.82
EXP0000364,6300,CC0010,Department 2,2026-09-29,SG&A,Administrative,9290.69
EXP0000365,6200,CC0019,Department 3,2025-06-23,Sales,Sales,18456.12
EXP0000366,6500,CC0014,Department 6,2025-01-10,Sales,Sales,18148.71
EXP0000367,6200,CC0004,Department 4,2025-04-07,Sales,Sales,5605.38
EXP0000368,6400,CC0014,Department 6,2025-04-21,Marketing,Marketing,18895.33
EXP0000369,6200,CC0011,Department 3,2025-09-05,Sales,Sales,6491.38
EXP0000370,6300,CC0020,Department 4,2025-03-26,Marketing,Marketing,19848.47
EXP0000371,6500,CC0008,Department 8,2026-01-24,Sales,Sales,24675.1
EXP0000372,6200,CC0014,Department 6,2026-12-03,Sales,Sales,4872.63
EXP0000373,6500,CC0004,Department 4,2025-10-02,Sales,Sales,23475.38
EXP0000374,6100,CC0019,Department 3,2026-12-12,Marketing,Marketing,19193.14
EXP0000375,6500,CC0016,Department 8,2026-05-05,SG&A,Administrative,19930.95
EXP0000376,6100,CC0020,Department 4,2026-01-09,Sales,Sales,10834.9
EXP0000377,6100,CC0011,Department 3,2025-04-10,Operations,Administrative,15592.0
EXP0000378,6300,CC0010,Department 2,2025-04-04,Sales,Sales,17284.05
EXP0000379,6200,CC0018,Department 2,2025-07-13,SG&A,Administrative,13533.72
EXP0000380,6300,CC0002,Department 2,2026-03-10,Sales,Sales,2257.87
EXP0000381,6100,CC0018,Department 2,2025-05-01,Marketing,Marketing,23873.54
EXP0000382,6400,CC0017,Department 1,2025-10-06,SG&A,Administrative,9753.78
EXP0000383,6300,CC0016,Department 8,2025-09-13,SG&A,Administrative,14328.89
EXP0000384,6300,CC0001,Department 1,2026-04-04,Marketing,Marketing,5543.81
EXP0000385,6100,CC0013,Department 5,2025-05-08,Operations,Administrative,18419.63
EXP0000386,6300,CC0007,Department 7,2025-03-05,Marketing,Marketing,13836.97
EXP0000387,6500,CC0008,Department 8,2026-02-02,Operations,Administrative,23296.28
EXP0000388,6100,CC0005,Department 5,2026-11-20,Sales,Sales,9694.72
EXP0000389,6300,CC0007,Department 7,2026-06-15,Marketing,Marketing,18173.65
EXP0000390,6400,CC0014,Department 6,2025-03-09,SG&A,Administrative,7219.33
EXP0000391,6500,CC0020,Department 4,2026-01-05,Marketing,Marketing,22703.38
EXP0000392,6400,CC0013,Department 5,2026-04-18,Operations,Administrative,7623.55
EXP0000393,6200,CC0007,Department 7,2025-08-25,SG&A,Administrative,7886.89
EXP0000394,6400,CC0016,Department 8,2026-11-22,Sales,Sales,519.12
EXP0000395,6500,CC0001,Department 1,2025-01-22,Operations,Administrative,5669.68
EXP0000396,6200,CC0016,Department 8,2026-02-10,Marketing,Marketing,7147.41
EXP0000397,6500,CC0010,Department 2,2026-10-03,SG&A,Administrative,13509.64
EXP0000398,6300,CC0004,Department 4,2025-02-25,Marketing,Marketing,498.74
EXP0000399,6400,CC0018,Department 2,2025-11-25,Marketing,Marketing,5429.92
EXP0000400,6200,CC0008,Department 8,2025-11-30,SG&A,Administrative,19218.52
EXP0000401,6200,CC0014,Department 6,2026-05-04,Marketing,Marketing,16777.57
EXP0000402,6300,CC0005,Department 5,2026-04-10,SG&A,Administrative,10442.99
EXP0000403,6400,CC0013,Department 5,2026-05-16,Operations,Administrative,2067.2
EXP0000404,6500,CC0019,Department 3,2026-06-24,Marketing,Marketing,9981.65
EXP0000405,6500,CC0018,Department 2,2026-07-14,Operations,Administrative,17250.87
EXP0000406,6200,CC0017,Department 1,2026-11-28,Operations,Administrative,12697.27
EXP0000407,6400,CC0005,Department 5,2026-08-04,Sales,Sales,9241.0
EXP0000408,6200,CC0016,Department 8,2026-03-03,SG&A,Administrative,6885.2
EXP0000409,6400,CC0004,Department 4,2025-05-11,Sales,Sales,14180.37
EXP0000410,6500,CC0001,Department 1,2025-06-17,Sales,Sales,16562.55
EXP0000411,6400,CC0018,Department 2,2025-03-31,Operations,Administrative,7613.31
EXP0000412,6300,CC0001,Department 1,2025-03-24,Operations,Administrative,13726.54
EXP0000413,6100,CC0002,Department 2,2026-08-31,SG&A,Administrative,17784.39
EXP0000414,6500,CC0001,Department 1,2026-12-01,Marketing,Marketing,12142.99
EXP0000415,6200,CC0017,Department 1,2025-08-20,Marketing,Marketing,16180.07
EXP0000416,6100,CC0014,Department 6,2026-10-27,Operations,Administrative,7739.37
EXP0000417,6200,CC0016,Department 8,2026-10-04,SG&A,Administrative,19123.43
EXP0000418,6500,CC0005,Department 5,2026-06-08,Operations,Administrative,20071.22
EXP0000419,6300,CC0008,Department 8,2025-05-26,SG&A,Administrative,23208.45
EXP0000420,6200,CC0011,Department 3,2025-06-19,Sales,Sales,17373.45
EXP0000421,6200,CC0010,Department 2,2025-08-20,Operations,Administrative,21140.86
EXP0000422,6100,CC0006,Department 6,2025-05-27,Marketing,Marketing,24185.26
EXP0000423,6100,CC0002,Department 2,2026-11-17,Sales,Sales,11094.71
EXP0000424,6300,CC0011,Department 3,2026-04-17,SG&A,Administrative,12111.14
EXP0000425,6100,CC0019,Department 3,2026-10-21,Sales,Sales,4031.97
EXP0000426,6500,CC0013,Department 5,2025-10-01,Marketing,Marketing,21646.59
EXP0000427,6100,CC0015,Department 7,2026-08-04,Operations,Administrative,9231.27
EXP0000428,6500,CC0008,Department 8,2025-05-27,Operations,Administrative,19288.87
EXP0000429,6500,CC0013,Department 5,2026-03-01,Operations,Administrative,1587.79
EXP0000430,6100,CC0014,Department 6,2026-06-13,Operations,Administrative,13627.07
EXP0000431,6200,CC0009,Department 1,2026-04-25,Operations,Administrative,3451.89
EXP0000432,6100,CC0003,Department 3,2025-09-24,Operations,Administrative,2642.65
EXP0000433,6400,CC0019,Department 3,2026-01-02,Marketing,Marketing,19723.87
EXP0000434,6100,CC0012,Department 4,2025-07-12,Marketing,Marketing,9855.28
EXP0000435,6500,CC0015,Department 7,2026-04-09,Marketing,Marketing,21875.65
EXP0000436,6400,CC0011,Department 3,2025-10-19,Sales,Sales,18634.31
EXP0000437,6300,CC0012,Department 4,2026-03-10,Marketing,Marketing,21300.2
EXP0000438,6400,CC0009,Department 1,2025-06-11,Operations,Administrative,21714.49
EXP0000439,6300,CC0004,Department 4,2026-07-30,Sales,Sales,2015.5
EXP0000440,6400,CC0018,Department 2,2026-11-19,Operations,Administrative,1084.11
EXP0000441,6500,CC0003,Department 3,2026-07-24,Sales,Sales,7070.47
EXP0000442,6200,CC0014,Department 6,2025-10-28,SG&A,Administrative,9282.33
EXP0000443,6100,CC0015,Department 7,2026-03-11,SG&A,Administrative,8693.38
EXP0000444,6500,CC0010,Department 2,2025-02-26,Sales,Sales,12343.48
EXP0000445,6200,CC0010,Department 2,2025-07-03,Marketing,Marketing,9031.31
EXP0000446,6100,CC0007,Department 7,2026-07-03,Operations,Administrative,24431.78
EXP0000447,6200,CC0017,Department 1,2025-05-07,Operations,Administrative,3108.38
EXP0000448,6200,CC0008,Department 8,2025-02-22,SG&A,Administrative,1325.57
EXP0000449,6500,CC0013,Department 5,2026-06-07,SG&A,Administrative,5467.41
EXP0000450,6300,CC0020,Department 4,2025-05-03,Marketing,Marketing,13007.5
EXP0000451,6400,CC0015,Department 7,2025-04-12,Marketing,Marketing,5428.56
EXP0000452,6300,CC0018,Department 2,2026-05-17,Marketing,Marketing,15690.89
EXP0000453,6200,CC0002,Department 2,2025-05-22,Sales,Sales,3933.14
EXP0000454,6300,CC0001,Department 1,2025-12-18,SG&A,Administrative,14419.0
EXP0000455,6500,CC0004,Department 4,2025-09-13,SG&A,Administrative,23826.06
EXP0000456,6400,CC0018,Department 2,2025-03-23,Marketing,Marketing,23915.89
EXP0000457,6300,CC0015,Department 7,2026-11-30,Marketing,Marketing,24071.41
EXP0000458,6200,CC0003,Department 3,2026-04-05,Sales,Sales,23502.5
EXP0000459,6500,CC0014,Department 6,2025-11-21,Sales,Sales,13405.56
EXP0000460,6100,CC0004,Department 4,2025-02-24,SG&A,Administrative,22061.56
EXP0000461,6200,CC0003,Department 3,2026-10-29,SG&A,Administrative,16734.82
EXP0000462,6500,CC0009,Department 1,2025-02-11,Operations,Administrative,1649.11
EXP0000463,6200,CC0006,Department 6,2026-03-16,Operations,Administrative,4359.75
EXP0000464,6300,CC0016,Department 8,2025-11-18,Marketing,Marketing,12861.56
EXP0000465,6300,CC0011,Department 3,2026-01-09,Marketing,Marketing,16625.62
EXP0000466,6500,CC0020,Department 4,2026-05-23,Operations,Administrative,14650.5
EXP0000467,6500,CC0008,Department 8,2025-06-12,Marketing,Marketing,21016.38
EXP0000468,6500,CC0014,Department 6,2025-11-04,Marketing,Marketing,24215.07
EXP0000469,6200,CC0009,Department 1,2026-10-08,Marketing,Marketing,7070.23
EXP0000470,6200,CC0003,Department 3,2026-03-31,Sales,Sales,22937.5
EXP0000471,6400,CC0020,Department 4,2026-12-14,Operations,Administrative,11702.47
EXP0000472,6100,CC0008,Department 8,2026-02-27,Marketing,Marketing,18809.47
EXP0000473,6300,CC0005,Department 5,2026-05-12,Marketing,Marketing,13808.44
EXP0000474,6500,CC0003,Department 3,2025-03-03,Operations,Administrative,1579.25
EXP0000475,6400,CC0010,Department 2,2026-05-12,Sales,Sales,11969.17
EXP0000476,6400,CC0001,Department 1,2026-12-18,Operations,Administrative,980.2
EXP0000477,6300,CC0003,Department 3,2025-09-27,Operations,Administrative,18911.65
EXP0000478,6300,CC0011,Department 3,2025-02-05,SG&A,Administrative,18560.12
EXP0000479,6400,CC0005,Department 5,2025-07-30,Sales,Sales,19127.83
EXP0000480,6500,CC0019,Department 3,2025-08-18,SG&A,Administrative,6790.47
EXP0000481,6300,CC0011,Department 3,2026-11-13,Operations,Administrative,7116.57
EXP0000482,6400,CC0003,Department 3,2026-04-04,SG&A,Administrative,12419.94
EXP0000483,6400,CC0018,Department 2,2025-07-21,Operations,Administrative,21262.11
EXP0000484,6500,CC0014,Department 6,2025-01-18,Operations,Administrative,10766.04
EXP0000485,6500,CC0015,Department 7,2026-08-12,Marketing,Marketing,9594.6
EXP0000486,6300,CC0002,Department 2,2026-07-02,Marketing,Marketing,19514.96
EXP0000487,6100,CC0008,Department 8,2026-10-25,SG&A,Administrative,8825.33
EXP0000488,6400,CC0008,Department 8,2025-03-06,Operations,Administrative,17300.4
EXP0000489,6300,CC0001,Department 1,2025-10-03,SG&A,Administrative,21470.85
EXP0000490,6300,CC0005,Department 5,2025-06-20,Marketing,Marketing,1266.53
EXP0000491,6100,CC0014,Department 6,2026-03-22,Operations,Administrative,19478.99
EXP0000492,6400,CC0013,Department 5,2025-09-16,SG&A,Administrative,6652.44
EXP0000493,6400,CC0006,Department 6,2026-04-23,Operations,Administrative,5092.06
EXP0000494,6200,CC0001,Department 1,2025-01-05,Marketing,Marketing,2664.32
EXP0000495,6500,CC0016,Department 8,2026-01-12,Operations,Administrative,1262.27
EXP0000496,6400,CC0015,Department 7,2026-02-01,Operations,Administrative,16643.86
EXP0000497,6200,CC0018,Department 2,2025-09-04,SG&A,Administrative,16858.91
EXP0000498,6500,CC0003,Department 3,2025-05-28,Operations,Administrative,9088.12
EXP0000499,6300,CC0011,Department 3,2025-06-06,Operations,Administrative,13164.15
EXP0000500,6500,CC0020,Department 4,2026-10-27,Marketing,Marketing,13772.79
EXP0000501,6200,CC0014,Department 6,2025-05-08,SG&A,Administrative,14756.29
EXP0000502,6300,CC0011,Department 3,2025-10-06,Marketing,Marketing,1497.21
EXP0000503,6400,CC0009,Department 1,2026-11-06,SG&A,Administrative,20664.82
EXP0000504,6500,CC0006,Department 6,2025-11-29,Sales,Sales,1473.1
EXP0000505,6500,CC0017,Department 1,2025-03-15,Operations,Administrative,10064.44
EXP0000506,6500,CC0016,Department 8,2026-05-04,Marketing,Marketing,13371.21
EXP0000507,6100,CC0015,Department 7,2025-08-19,Operations,Administrative,9146.65
EXP0000508,6300,CC0003,Department 3,2025-01-02,Marketing,Marketing,24559.62
EXP0000509,6500,CC0012,Department 4,2026-07-30,Marketing,Marketing,24900.03
EXP0000510,6500,CC0011,Department 3,2025-05-17,Sales,Sales,1598.5
EXP0000511,6200,CC0001,Department 1,2026-08-04,Operations,Administrative,2204.18
EXP0000512,6200,CC0002,Department 2,2025-02-02,Operations,Administrative,4997.74
EXP0000513,6300,CC0003,Department 3,2026-02-19,Operations,Administrative,15516.88
EXP0000514,6100,CC0015,Department 7,2025-08-12,Sales,Sales,2351.35
EXP0000515,6100,CC0007,Department 7,2026-06-16,SG&A,Administrative,10029.12
EXP0000516,6200,CC0020,Department 4,2025-12-10,Operations,Administrative,256.87
EXP0000517,6300,CC0020,Department 4,2025-07-04,Sales,Sales,21804.73
EXP0000518,6200,CC0018,Department 2,2026-09-25,Marketing,Marketing,7034.37
EXP0000519,6300,CC0006,Department 6,2025-06-05,Marketing,Marketing,11581.4
EXP0000520,6100,CC0012,Department 4,2026-11-02,Sales,Sales,8019.44
EXP0000521,6500,CC0011,Department 3,2026-10-11,Marketing,Marketing,21731.27
EXP0000522,6500,CC0010,Department 2,2026-07-26,Sales,Sales,13101.79
EXP0000523,6500,CC0003,Department 3,2025-04-02,Operations,Administrative,20247.45
EXP0000524,6200,CC0001,Department 1,2025-05-10,SG&A,Administrative,13094.09
EXP0000525,6100,CC0018,Department 2,2026-02-10,SG&A,Administrative,24233.38
EXP0000526,6500,CC0018,Department 2,2025-08-28,Sales,Sales,12530.65
EXP0000527,6100,CC0011,Department 3,2025-05-29,Operations,Administrative,3671.18
EXP0000528,6300,CC0001,Department 1,2025-10-15,Marketing,Marketing,495.31
EXP0000529,6400,CC0006,Department 6,2026-05-25,Sales,Sales,2698.73
EXP0000530,6300,CC0017,Department 1,2025-05-06,Operations,Administrative,7488.65
EXP0000531,6200,CC0007,Department 7,2026-10-17,Operations,Administrative,678.79
EXP0000532,6400,CC0002,Department 2,2025-02-04,SG&A,Administrative,4411.96
EXP0000533,6500,CC0020,Department 4,2025-03-27,Marketing,Marketing,1245.52
EXP0000534,6100,CC0004,Department 4,2025-01-14,Sales,Sales,9808.97
EXP0000535,6400,CC0007,Department 7,2025-04-26,Sales,Sales,20327.85
EXP0000536,6100,CC0016,Department 8,2025-07-27,SG&A,Administrative,18041.83
EXP0000537,6400,CC0004,Department 4,2026-02-20,Sales,Sales,1933.72
EXP0000538,6500,CC0020,Department 4,2025-03-18,Sales,Sales,17369.16
EXP0000539,6400,CC0007,Department 7,2025-02-09,Operations,Administrative,6330.91
EXP0000540,6300,CC0008,Department 8,2025-03-21,Sales,Sales,19297.04
EXP0000541,6100,CC0007,Department 7,2026-03-15,Marketing,Marketing,15219.53
EXP0000542,6400,CC0007,Department 7,2026-02-24,SG&A,Administrative,23351.92
EXP0000543,6300,CC0009,Department 1,2025-08-18,Sales,Sales,3073.35
EXP0000544,6200,CC0005,Department 5,2026-03-22,Marketing,Marketing,16140.44
EXP0000545,6400,CC0014,Department 6,2025-07-06,Marketing,Marketing,15677.63
EXP0000546,6300,CC0014,Department 6,2025-07-29,Sales,Sales,24302.53
EXP0000547,6200,CC0013,Department 5,2025-06-17,Operations,Administrative,22359.58
EXP0000548,6200,CC0007,Department 7,2025-12-07,Marketing,Marketing,11466.65
EXP0000549,6400,CC0015,Department 7,2025-09-26,SG&A,Administrative,10684.77
EXP0000550,6300,CC0014,Department 6,2025-02-17,Operations,Administrative,21916.6
EXP0000551,6300,CC0012,Department 4,2026-12-28,Marketing,Marketing,6720.2
EXP0000552,6400,CC0019,Department 3,2025-12-12,SG&A,Administrative,24979.79
EXP0000553,6500,CC0010,Department 2,2025-06-20,Sales,Sales,6070.37
EXP0000554,6500,CC0016,Department 8,2025-09-03,Sales,Sales,22338.3
EXP0000555,6100,CC0018,Department 2,2026-05-01,Operations,Administrative,235.5
EXP0000556,6500,CC0002,Department 2,2026-11-05,Sales,Sales,6311.29
EXP0000557,6100,CC0018,Department 2,2025-05-26,Operations,Administrative,19118.94
EXP0000558,6100,CC0020,Department 4,2025-02-09,Operations,Administrative,23973.89
EXP0000559,6200,CC0003,Department 3,2026-09-22,Operations,Administrative,22685.93
EXP0000560,6200,CC0017,Department 1,2025-12-20,SG&A,Administrative,20554.54
EXP0000561,6100,CC0001,Department 1,2026-06-17,Marketing,Marketing,22931.14
EXP0000562,6100,CC0013,Department 5,2025-10-27,Operations,Administrative,23335.21
EXP0000563,6400,CC0005,Department 5,2026-06-24,Marketing,Marketing,12974.07
EXP0000564,6100,CC0016,Department 8,2026-07-01,Operations,Administrative,18139.87
EXP0000565,6300,CC0012,Department 4,2026-06-20,SG&A,Administrative,6163.69
EXP0000566,6500,CC0007,Department 7,2026-09-17,SG&A,Administrative,10796.92
EXP0000567,6300,CC0019,Department 3,2026-03-04,Operations,Administrative,20517.21
EXP0000568,6300,CC0010,Department 2,2025-11-03,Operations,Administrative,15842.38
EXP0000569,6400,CC0007,Department 7,2026-12-28,SG&A,Administrative,12467.68
EXP0000570,6200,CC0002,Department 2,2026-04-24,SG&A,Administrative,13661.77
EXP0000571,6200,CC0006,Department 6,2026-12-15,Operations,Administrative,14196.22
EXP0000572,6200,CC0002,Department 2,2026-08-16,Sales,Sales,12024.35
EXP0000573,6500,CC0010,Department 2,2026-04-03,Operations,Administrative,5238.57
EXP0000574,6100,CC0010,Department 2,2026-12-26,Sales,Sales,992.79
EXP0000575,6400,CC0012,Department 4,2026-07-03,Marketing,Marketing,13794.28
EXP0000576,6100,CC0010,Department 2,2026-09-07,Operations,Administrative,1590.79
EXP0000577,6300,CC0012,Department 4,2025-11-03,Marketing,Marketing,1851.63
EXP0000578,6300,CC0017,Department 1,2026-03-22,SG&A,Administrative,8813.89
EXP0000579,6200,CC0016,Department 8,2026-04-28,Sales,Sales,14538.37
EXP0000580,6500,CC0012,Department 4,2026-11-02,SG&A,Administrative,22060.12
EXP0000581,6300,CC0004,Department 4,2026-06-30,SG&A,Administrative,15350.97
EXP0000582,6300,CC0017,Department 1,2026-11-06,Marketing,Marketing,24253.15
EXP0000583,6200,CC0006,Department 6,2026-03-11,Sales,Sales,22062.43
EXP0000584,6300,CC0016,Department 8,2026-08-09,SG&A,Administrative,24502.8
EXP0000585,6400,CC0015,Department 7,2025-08-16,SG&A,Administrative,18747.11
EXP0000586,6100,CC0016,Department 8,2026-07-27,SG&A,Administrative,13337.72
EXP0000587,6100,CC0018,Department 2,2025-04-20,Marketing,Marketing,9333.19
EXP0000588,6100,CC0011,Department 3,2025-10-04,SG&A,Administrative,306.93
EXP0000589,6200,CC0004,Department 4,2026-02-27,Operations,Administrative,1992.74
EXP0000590,6200,CC0007,Department 7,2026-08-11,Marketing,Marketing,13321.81
