Budget_ID,Fiscal_Year,Fiscal_Period,Cost_Center,Profit_Center,Budget_Revenue,Budget_Cost,Budget_Profit,Forecast_Revenue,Forecast_Cost
BUD0000301,2026,6,CC0018,PC008,660473.79,539174.02,121299.77,709296.42,579620.6
BUD0000302,2026,1,CC0001,PC001,645624.36,504438.25,141186.11,608588.82,543948.81
BUD0000303,2025,9,CC0017,PC007,106945.04,63421.71,43523.33,117445.32,61391.32
BUD0000304,2026,5,CC0019,PC009,496086.57,334965.12,161121.45,510489.18,333025.45
BUD0000305,2026,5,CC0009,PC009,581869.29,414693.25,167176.04,570054.8,412687.82
BUD0000306,2025,12,CC0006,PC006,56501.02,38250.34,18250.68,58920.93,37355.62
BUD0000307,2025,10,CC0004,PC004,313888.83,199037.57,114851.26,341254.33,211865.29
BUD0000308,2025,2,CC0018,PC008,347505.22,244783.15,102722.07,354678.4,239944.01
BUD0000309,2025,7,CC0015,PC005,175395.4,103059.83,72335.57,191060.22,98397.08
BUD0000310,2025,4,CC0007,PC007,544830.18,330195.72,214634.46,558834.52,317772.95
BUD0000311,2025,11,CC0003,PC003,633232.94,370147.93,263085.01,678059.66,374981.18
BUD0000312,2026,2,CC0010,PC010,74547.71,58706.58,15841.13,73604.75,63171.23
BUD0000313,2025,5,CC0019,PC009,612524.57,337297.28,275227.29,580811.17,345405.87
BUD0000314,2025,10,CC0014,PC004,610152.04,391193.45,218958.59,659680.98,391764.88
BUD0000315,2025,5,CC0008,PC008,155368.41,107660.64,47707.77,147434.26,103477.17
BUD0000316,2026,10,CC0018,PC008,531895.15,296219.59,235675.56,541407.77,297259.32
BUD0000317,2025,12,CC0002,PC002,634351.93,499498.1,134853.83,670331.42,500624.66
BUD0000318,2025,5,CC0019,PC009,737617.0,588508.56,149108.44,725180.47,579222.37
BUD0000319,2025,3,CC0010,PC010,364330.2,291469.22,72860.98,386507.11,287925.44
BUD0000320,2025,1,CC0015,PC005,115905.97,83144.7,32761.27,122623.05,85899.21
BUD0000321,2025,2,CC0009,PC009,744428.32,458213.4,286214.92,768589.99,439231.59
BUD0000322,2026,6,CC0015,PC005,494286.71,398672.6,95614.11,479895.91,429910.45
BUD0000323,2026,2,CC0008,PC008,432834.33,249883.38,182950.95,444034.17,241874.06
BUD0000324,2026,12,CC0004,PC004,229064.48,171764.13,57300.35,247960.75,179447.16
BUD0000325,2025,9,CC0005,PC005,223336.33,124392.36,98943.97,232875.43,126059.16
BUD0000326,2025,12,CC0010,PC010,111386.59,78048.64,33337.95,113325.32,78774.79
BUD0000327,2025,1,CC0011,PC001,626909.56,437272.52,189637.04,643700.97,466593.06
BUD0000328,2025,8,CC0020,PC010,548170.06,442021.92,106148.14,535767.32,448623.22
BUD0000329,2025,12,CC0007,PC007,242613.84,168350.01,74263.83,255288.49,167602.99
BUD0000330,2026,9,CC0013,PC003,204833.44,143961.0,60872.44,197722.38,144575.21
BUD0000331,2025,4,CC0005,PC005,183217.8,136452.28,46765.52,197505.54,144434.73
BUD0000332,2025,3,CC0003,PC003,225530.55,158345.41,67185.14,237357.94,170693.73
BUD0000333,2026,12,CC0012,PC002,285801.87,186568.11,99233.76,291184.33,193082.87
BUD0000334,2025,7,CC0008,PC008,113326.84,65297.63,48029.21,117973.17,65386.86
BUD0000335,2026,5,CC0015,PC005,630456.9,379895.83,250561.07,596222.0,375347.45
BUD0000336,2025,3,CC0010,PC010,691722.5,565644.34,126078.16,671400.15,594810.52
BUD0000337,2026,9,CC0001,PC001,510616.47,408945.12,101671.35,495468.74,392579.91
BUD0000338,2026,4,CC0018,PC008,421202.88,271607.35,149595.53,460748.0,282185.66
BUD0000339,2026,12,CC0019,PC009,721250.17,479184.71,242065.46,762311.62,473869.54
BUD0000340,2025,8,CC0013,PC003,200277.5,137649.07,62628.43,218503.75,144754.72
BUD0000341,2025,4,CC0004,PC004,721343.34,434129.23,287214.11,680850.99,447640.23
BUD0000342,2026,7,CC0010,PC010,652337.78,482005.85,170331.93,652626.02,493480.48
BUD0000343,2026,5,CC0004,PC004,517806.12,423830.87,93975.25,559941.04,407175.67
BUD0000344,2025,5,CC0015,PC005,227884.1,146502.41,81381.69,222152.54,151697.22
BUD0000345,2026,3,CC0012,PC002,595604.4,386812.02,208792.38,651304.11,401551.31
BUD0000346,2026,4,CC0011,PC001,196416.84,109465.3,86951.54,188233.08,113196.69
BUD0000347,2025,7,CC0018,PC008,368450.99,295109.49,73341.5,362944.18,289132.02
BUD0000348,2026,10,CC0003,PC003,446488.82,322454.97,124033.85,463004.75,348058.18
BUD0000349,2026,5,CC0011,PC001,557247.32,314712.51,242534.81,597221.27,337054.52
BUD0000350,2025,4,CC0004,PC004,341965.08,203848.48,138116.6,323164.4,204546.95
BUD0000351,2026,1,CC0001,PC001,300088.53,225630.25,74458.28,293024.95,224577.98
BUD0000352,2026,11,CC0015,PC005,265581.23,160388.21,105193.02,253795.0,171215.13
BUD0000353,2025,12,CC0009,PC009,126381.76,100205.99,26175.77,132623.46,101046.99
BUD0000354,2026,12,CC0006,PC006,713051.8,525132.94,187918.86,736223.12,557264.55
BUD0000355,2026,2,CC0020,PC010,149411.49,108990.78,40420.71,157356.38,115235.38
BUD0000356,2025,7,CC0015,PC005,698372.37,532565.59,165806.78,690763.5,519329.97
BUD0000357,2025,11,CC0017,PC007,217878.09,147132.77,70745.32,233902.15,153088.05
BUD0000358,2026,8,CC0010,PC010,589340.37,470541.39,118798.98,568249.99,477982.74
BUD0000359,2025,5,CC0017,PC007,177269.95,103352.42,73917.53,172253.84,107787.11
BUD0000360,2026,6,CC0008,PC008,123920.19,82816.77,41103.42,128033.22,85907.97
BUD0000361,2025,1,CC0006,PC006,387468.65,299035.68,88432.97,366279.67,287948.1
BUD0000362,2025,8,CC0003,PC003,135659.01,101597.62,34061.39,146397.14,99863.07
BUD0000363,2026,4,CC0010,PC010,114253.7,79917.52,34336.18,110164.14,84235.08
BUD0000364,2025,5,CC0005,PC005,740683.4,548292.34,192391.06,791474.99,583200.87
BUD0000365,2025,8,CC0018,PC008,202609.57,150579.87,52029.7,222862.27,151668.43
BUD0000366,2026,2,CC0011,PC001,437176.66,343844.75,93331.91,475092.01,363350.47
BUD0000367,2026,11,CC0013,PC003,360200.01,257626.82,102573.19,339680.34,267550.59
BUD0000368,2026,4,CC0006,PC006,543083.34,374223.71,168859.63,564219.45,391346.9
BUD0000369,2026,4,CC0002,PC002,695850.98,518677.8,177173.18,763163.38,518858.1
BUD0000370,2026,8,CC0010,PC010,717390.31,450454.6,266935.71,775479.32,439325.53
BUD0000371,2026,1,CC0006,PC006,272909.79,198818.69,74091.1,279219.91,202315.55
BUD0000372,2026,6,CC0006,PC006,744647.93,565199.21,179448.72,729505.44,598783.78
BUD0000373,2025,3,CC0010,PC010,419902.4,237549.95,182352.45,435524.96,249279.86
BUD0000374,2025,4,CC0009,PC009,459051.3,339773.32,119277.98,464027.08,359877.67
BUD0000375,2025,4,CC0005,PC005,250004.37,203902.06,46102.31,238680.77,202251.76
BUD0000376,2026,3,CC0017,PC007,725276.69,588890.98,136385.71,794167.47,621015.04
BUD0000377,2026,9,CC0014,PC004,50746.8,39066.69,11680.11,53678.58,39058.57
BUD0000378,2025,7,CC0011,PC001,423033.34,248112.74,174920.6,427132.8,243238.22
BUD0000379,2026,11,CC0010,PC010,714951.6,526270.63,188680.97,773591.83,545304.04
BUD0000380,2025,5,CC0015,PC005,100819.09,73345.82,27473.27,101620.29,70387.28
BUD0000381,2025,12,CC0017,PC007,378718.09,265309.49,113408.6,359953.4,281814.41
BUD0000382,2026,4,CC0017,PC007,135792.93,75700.13,60092.8,146799.01,78792.78
BUD0000383,2026,9,CC0008,PC008,141563.64,107915.19,33648.45,146921.2,114556.31
BUD0000384,2026,11,CC0014,PC004,476741.96,282295.84,194446.12,448635.24,297563.91
BUD0000385,2026,12,CC0013,PC003,698402.16,493897.94,204504.22,687808.34,505434.65
BUD0000386,2025,2,CC0011,PC001,531115.53,302474.45,228641.08,569837.94,309948.93
BUD0000387,2025,10,CC0015,PC005,550498.32,424766.95,125731.37,540701.93,433131.9
BUD0000388,2026,5,CC0008,PC008,175814.69,133275.87,42538.82,171522.04,134585.87
BUD0000389,2026,7,CC0003,PC003,234003.33,137770.23,96233.1,221427.45,146622.2
BUD0000390,2025,8,CC0006,PC006,144591.33,79602.42,64988.91,154860.1,78514.16
BUD0000391,2025,1,CC0011,PC001,590732.56,474815.43,115917.13,605644.44,494942.68
BUD0000392,2025,11,CC0006,PC006,278522.84,198870.99,79651.85,296500.58,207464.03
BUD0000393,2026,5,CC0011,PC001,657322.44,497619.78,159702.66,687898.42,492334.48
BUD0000394,2026,6,CC0013,PC003,391663.17,218400.56,173262.61,427247.1,231479.13
BUD0000395,2025,1,CC0012,PC002,304001.01,207952.5,96048.51,293672.26,205684.39
BUD0000396,2026,8,CC0016,PC006,193893.22,128684.7,65208.52,201899.93,131635.31
BUD0000397,2026,1,CC0018,PC008,336248.15,212733.99,123514.16,322757.66,210616.87
BUD0000398,2025,4,CC0003,PC003,720368.2,460324.56,260043.64,792298.89,473845.04
BUD0000399,2025,12,CC0006,PC006,291523.98,161451.56,130072.42,303983.57,165284.64
BUD0000400,2026,2,CC0005,PC005,412560.49,312656.05,99904.44,426227.99,307753.16
BUD0000401,2025,9,CC0016,PC006,68262.55,39903.52,28359.03,67153.78,43033.02
BUD0000402,2026,12,CC0017,PC007,447687.75,247983.95,199703.8,473606.84,263596.08
BUD0000403,2026,2,CC0008,PC008,467490.18,310536.95,156953.23,446634.39,310408.49
BUD0000404,2025,1,CC0012,PC002,410711.52,250168.72,160542.8,444000.81,254495.01
BUD0000405,2025,6,CC0006,PC006,586051.91,377457.07,208594.84,569887.61,377476.5
BUD0000406,2026,12,CC0006,PC006,455957.34,313809.05,142148.29,434456.72,323219.59
BUD0000407,2025,1,CC0001,PC001,221710.39,157414.85,64295.54,232602.37,150519.15
BUD0000408,2025,4,CC0007,PC007,697462.71,440743.26,256719.45,691914.47,433141.28
BUD0000409,2026,8,CC0005,PC005,174289.6,127506.04,46783.56,181732.25,126065.64
BUD0000410,2026,5,CC0012,PC002,401734.88,284843.11,116891.77,427573.8,301973.98
BUD0000411,2026,4,CC0014,PC004,195776.39,118742.76,77033.63,192681.54,117971.98
BUD0000412,2025,9,CC0001,PC001,453737.87,334803.18,118934.69,496479.23,358888.91
BUD0000413,2026,10,CC0017,PC007,212566.08,170491.79,42074.29,220654.28,171024.96
BUD0000414,2026,12,CC0006,PC006,329964.76,265343.86,64620.9,315768.97,282515.73
BUD0000415,2026,4,CC0011,PC001,226582.89,179161.15,47421.74,242356.73,187987.18
BUD0000416,2026,7,CC0010,PC010,709725.61,524449.43,185276.18,779731.57,547035.07
BUD0000417,2025,9,CC0010,PC010,386420.02,243166.73,143253.29,364737.81,249428.23
BUD0000418,2025,11,CC0002,PC002,489056.37,387997.93,101058.44,510425.18,415633.04
BUD0000419,2026,2,CC0019,PC009,581567.51,362125.74,219441.77,557771.77,355980.41
BUD0000420,2026,9,CC0001,PC001,600863.06,481430.05,119433.01,642825.18,459224.42
BUD0000421,2025,7,CC0004,PC004,186430.49,135641.39,50789.1,189853.03,139756.73
BUD0000422,2026,12,CC0014,PC004,558303.08,318176.57,240126.51,610165.96,310950.26
BUD0000423,2026,3,CC0008,PC008,665642.76,468811.45,196831.31,691790.02,487142.54
BUD0000424,2026,8,CC0019,PC009,420538.78,337267.29,83271.49,431642.84,331864.45
BUD0000425,2026,7,CC0015,PC005,358922.01,202460.59,156461.42,363191.05,194220.27
BUD0000426,2025,1,CC0003,PC003,375433.75,223239.16,152194.59,409704.53,216697.46
BUD0000427,2026,5,CC0006,PC006,640379.39,456252.24,184127.15,698280.43,475055.01
BUD0000428,2025,6,CC0002,PC002,160292.51,94175.98,66116.53,155368.72,95711.07
BUD0000429,2026,3,CC0008,PC008,72701.18,54536.55,18164.63,68743.15,57935.59
BUD0000430,2025,7,CC0009,PC009,423263.31,261727.41,161535.9,400429.84,278672.59
BUD0000431,2026,7,CC0012,PC002,320430.22,231867.46,88562.76,331089.64,238442.12
BUD0000432,2026,10,CC0004,PC004,160011.99,109401.38,50610.61,172799.94,106745.36
BUD0000433,2026,6,CC0015,PC005,203537.56,136432.93,67104.63,198139.22,146887.53
BUD0000434,2026,8,CC0004,PC004,139552.28,109672.64,29879.64,151445.47,112879.49
BUD0000435,2026,6,CC0015,PC005,623091.38,471331.79,151759.59,613155.11,471250.77
BUD0000436,2026,6,CC0014,PC004,94086.86,63666.54,30420.32,93357.2,60562.58
BUD0000437,2026,7,CC0008,PC008,88973.95,49507.31,39466.64,86600.96,50335.74
BUD0000438,2026,3,CC0020,PC010,647122.12,361469.4,285652.72,669384.68,366559.14
BUD0000439,2026,12,CC0017,PC007,606278.76,480939.18,125339.58,600419.92,504396.15
BUD0000440,2025,2,CC0008,PC008,304088.42,235494.91,68593.51,318134.18,229934.09
BUD0000441,2025,9,CC0006,PC006,494436.53,369325.51,125111.02,510926.86,382751.8
BUD0000442,2025,6,CC0011,PC001,232472.91,144934.59,87538.32,224200.58,145131.2
BUD0000443,2025,7,CC0005,PC005,320366.47,197222.48,123143.99,307391.62,187639.96
BUD0000444,2025,12,CC0004,PC004,278563.52,157705.58,120857.94,275152.42,163654.02
BUD0000445,2026,8,CC0012,PC002,696138.07,476552.11,219585.96,671892.12,490938.87
BUD0000446,2026,5,CC0017,PC007,504761.28,339050.41,165710.87,491514.6,332457.85
BUD0000447,2025,11,CC0001,PC001,597389.12,347120.92,250268.2,629739.7,332406.32
BUD0000448,2025,1,CC0008,PC008,458993.25,308394.13,150599.12,486334.33,309789.63
BUD0000449,2025,7,CC0002,PC002,483430.22,359993.15,123437.07,492215.46,345079.58
BUD0000450,2026,5,CC0008,PC008,580194.02,420515.84,159678.18,579376.46,420971.81
BUD0000451,2026,2,CC0005,PC005,545927.45,437765.75,108161.7,528158.99,460242.99
BUD0000452,2026,3,CC0015,PC005,373822.74,293671.63,80151.11,389287.11,298262.02
BUD0000453,2026,8,CC0004,PC004,299019.42,174624.07,124395.35,282120.51,183453.65
BUD0000454,2025,1,CC0019,PC009,626590.03,511315.89,115274.14,680126.83,519927.24
BUD0000455,2026,8,CC0004,PC004,421241.25,283185.71,138055.54,412082.06,287754.31
BUD0000456,2025,2,CC0006,PC006,743266.28,602863.95,140402.33,800606.83,622370.24
BUD0000457,2025,6,CC0019,PC009,134746.38,89811.35,44935.03,134638.31,85705.19
BUD0000458,2026,7,CC0001,PC001,589134.81,460045.82,129088.99,588983.13,459577.1
BUD0000459,2025,3,CC0018,PC008,747750.7,439499.88,308250.82,732109.13,423667.1
BUD0000460,2026,4,CC0009,PC009,90091.16,64539.06,25552.1,90034.04,64264.15
BUD0000461,2026,5,CC0019,PC009,123418.73,90336.54,33082.19,118205.27,89466.95
BUD0000462,2026,12,CC0016,PC006,83508.62,50286.2,33222.42,80465.83,53307.93
BUD0000463,2025,4,CC0008,PC008,208976.82,154045.51,54931.31,199598.16,151091.55
BUD0000464,2025,2,CC0009,PC009,581600.4,375723.2,205877.2,558350.01,399171.79
BUD0000465,2026,12,CC0020,PC010,634038.94,441429.51,192609.43,608645.75,428760.6
BUD0000466,2025,6,CC0013,PC003,96744.07,59925.42,36818.65,100719.98,58588.49
BUD0000467,2025,2,CC0002,PC002,444860.46,335377.05,109483.41,484298.92,342407.8
BUD0000468,2026,1,CC0006,PC006,748228.64,431161.05,317067.59,816796.6,428184.55
BUD0000469,2025,1,CC0009,PC009,532366.33,299536.15,232830.18,550762.83,297383.18
BUD0000470,2025,10,CC0017,PC007,453124.75,348272.53,104852.22,473812.32,373113.09
BUD0000471,2025,4,CC0002,PC002,442632.19,329757.47,112874.72,448758.45,335015.7
BUD0000472,2026,3,CC0016,PC006,350528.83,197827.97,152700.86,356761.43,210040.68
BUD0000473,2026,9,CC0012,PC002,226707.04,153639.76,73067.28,218588.81,165797.02
BUD0000474,2026,12,CC0009,PC009,189699.96,145950.71,43749.25,193608.58,149158.42
BUD0000475,2025,10,CC0007,PC007,100611.46,69279.21,31332.25,96471.74,70981.03
BUD0000476,2025,3,CC0015,PC005,667223.61,466486.49,200737.12,675859.03,467188.78
BUD0000477,2025,2,CC0020,PC010,145282.7,102530.22,42752.48,153865.71,105006.39
BUD0000478,2026,1,CC0006,PC006,392222.6,217277.86,174944.74,373001.05,229848.68
BUD0000479,2025,10,CC0008,PC008,469070.65,293635.3,175435.35,515626.37,287560.2
BUD0000480,2025,3,CC0001,PC001,674378.56,475199.02,199179.54,650683.01,492027.25
BUD0000481,2026,6,CC0017,PC007,564153.7,444776.48,119377.22,576294.71,428604.02
BUD0000482,2025,8,CC0003,PC003,336006.52,216934.79,119071.73,335150.83,216856.83
BUD0000483,2026,12,CC0011,PC001,347241.91,279392.02,67849.89,375404.97,278025.39
BUD0000484,2026,5,CC0017,PC007,569764.23,388251.25,181512.98,590445.73,404747.85
BUD0000485,2025,1,CC0011,PC001,149921.24,100525.7,49395.54,150598.65,103646.2
BUD0000486,2025,8,CC0018,PC008,462608.33,309545.42,153062.91,448171.73,296246.08
BUD0000487,2026,1,CC0003,PC003,468427.33,263390.17,205037.16,480948.47,250710.84
BUD0000488,2026,7,CC0006,PC006,542784.18,308025.64,234758.54,560151.42,299628.68
BUD0000489,2026,7,CC0020,PC010,72954.18,41626.54,31327.64,79260.98,40512.97
BUD0000490,2025,5,CC0003,PC003,455405.46,308536.27,146869.19,482542.83,310426.07
BUD0000491,2026,9,CC0010,PC010,666763.73,418539.58,248224.15,691648.12,407844.42
BUD0000492,2026,2,CC0006,PC006,426585.56,341543.29,85042.27,407331.47,332178.96
BUD0000493,2025,11,CC0005,PC005,462622.7,290784.07,171838.63,481547.75,283924.2
BUD0000494,2025,6,CC0014,PC004,748245.31,541236.47,207008.84,815169.12,529611.04
BUD0000495,2025,1,CC0018,PC008,547267.57,357771.7,189495.87,551063.12,360519.15
BUD0000496,2026,5,CC0018,PC008,545930.54,436216.82,109713.72,551174.42,469113.98
BUD0000497,2026,11,CC0011,PC001,379136.91,243804.25,135332.66,389390.37,247889.46
BUD0000498,2025,4,CC0019,PC009,246513.63,188109.73,58403.9,249518.84,184962.62
BUD0000499,2026,6,CC0003,PC003,238108.01,149119.09,88988.92,259659.69,146069.71
BUD0000500,2026,5,CC0006,PC006,143801.13,116661.38,27139.75,146459.15,110895.95
BUD0000501,2026,9,CC0018,PC008,400120.47,291942.09,108178.38,425162.12,299160.45
BUD0000502,2026,9,CC0013,PC003,352705.62,287174.41,65531.21,347564.64,293302.86
BUD0000503,2025,9,CC0020,PC010,428470.93,327060.67,101410.26,456101.11,345647.56
BUD0000504,2026,5,CC0013,PC003,331414.81,234820.08,96594.73,317055.4,233902.28
BUD0000505,2025,12,CC0019,PC009,131061.12,103293.08,27768.04,131612.44,107566.98
BUD0000506,2025,5,CC0006,PC006,189618.24,111023.52,78594.72,207112.0,114500.19
BUD0000507,2026,10,CC0016,PC006,591513.98,349728.71,241785.27,605736.73,365182.73
BUD0000508,2025,5,CC0003,PC003,442933.84,336785.76,106148.08,477177.74,322572.23
BUD0000509,2026,6,CC0013,PC003,259993.52,170468.92,89524.6,264426.33,163813.33
BUD0000510,2025,11,CC0014,PC004,641341.45,525836.1,115505.35,618745.08,520567.29
BUD0000511,2025,1,CC0015,PC005,533091.76,327537.4,205554.36,519809.4,321987.09
BUD0000512,2025,4,CC0006,PC006,721745.27,403589.37,318155.9,709607.13,412383.53
BUD0000513,2026,5,CC0014,PC004,489757.07,306028.13,183728.94,527776.41,304710.4
BUD0000514,2026,3,CC0018,PC008,500538.65,323850.95,176687.7,512403.24,340118.84
BUD0000515,2025,9,CC0010,PC010,642851.06,527025.68,115825.38,635167.55,530821.47
BUD0000516,2026,8,CC0016,PC006,352155.57,213483.84,138671.73,350547.89,228111.46
BUD0000517,2026,7,CC0004,PC004,620078.04,417689.68,202388.36,596763.17,435044.66
BUD0000518,2026,1,CC0018,PC008,254996.04,203217.45,51778.59,252791.72,205072.57
BUD0000519,2026,4,CC0002,PC002,511780.23,325116.44,186663.79,498638.24,348159.52
BUD0000520,2026,7,CC0019,PC009,739891.23,542761.51,197129.72,697744.84,582453.79
BUD0000521,2026,7,CC0005,PC005,438310.22,320842.99,117467.23,430469.32,338270.33
BUD0000522,2025,8,CC0019,PC009,358365.67,243107.98,115257.69,348493.05,257588.38
BUD0000523,2025,4,CC0020,PC010,366865.66,227219.27,139646.39,376289.81,240422.17
BUD0000524,2026,1,CC0010,PC010,419296.79,265469.26,153827.53,432216.21,266489.14
BUD0000525,2026,3,CC0003,PC003,649195.06,508894.24,140300.82,619189.44,524605.14
BUD0000526,2026,2,CC0006,PC006,597533.01,393645.56,203887.45,618398.87,394728.98
BUD0000527,2025,9,CC0009,PC009,742077.13,460769.47,281307.66,699533.0,449776.24
BUD0000528,2026,3,CC0001,PC001,698005.66,424913.32,273092.34,761813.7,453174.52
BUD0000529,2025,6,CC0018,PC008,70976.11,41485.28,29490.83,76780.49,42045.96
BUD0000530,2026,3,CC0017,PC007,689401.63,437504.26,251897.37,735871.97,420216.12
BUD0000531,2025,11,CC0003,PC003,227519.28,148127.81,79391.47,220750.05,150850.54
BUD0000532,2026,1,CC0003,PC003,578954.61,451787.04,127167.57,569427.97,439633.34
BUD0000533,2026,9,CC0003,PC003,684598.17,474773.52,209824.65,743604.46,452086.77
BUD0000534,2026,7,CC0008,PC008,618806.99,395949.24,222857.75,663702.53,377995.04
BUD0000535,2026,8,CC0003,PC003,60782.19,44229.43,16552.76,62946.1,44699.77
BUD0000536,2025,6,CC0003,PC003,701880.27,500215.44,201664.83,665776.31,478121.62
BUD0000537,2026,6,CC0007,PC007,692408.94,412916.64,279492.3,657724.58,421821.12
BUD0000538,2025,4,CC0018,PC008,607421.45,439498.08,167923.37,626357.39,427761.24
BUD0000539,2025,7,CC0015,PC005,426614.17,335497.65,91116.52,402405.7,355954.77
BUD0000540,2025,7,CC0011,PC001,690406.71,413573.32,276833.39,655021.08,415370.52
BUD0000541,2025,7,CC0017,PC007,729031.34,588951.99,140079.35,701511.46,624294.53
BUD0000542,2025,8,CC0001,PC001,301922.15,172473.3,129448.85,288540.49,181785.6
BUD0000543,2026,11,CC0009,PC009,726914.46,568993.4,157921.06,695958.82,570934.96
BUD0000544,2026,1,CC0013,PC003,53502.71,37126.91,16375.8,54628.65,36243.96
BUD0000545,2025,11,CC0001,PC001,628843.37,513044.61,115798.76,680709.01,496418.88
BUD0000546,2025,2,CC0007,PC007,411750.57,296778.59,114971.98,407970.67,311942.9
BUD0000547,2026,7,CC0006,PC006,555052.51,446587.69,108464.82,531807.63,452639.96
BUD0000548,2025,5,CC0005,PC005,67958.34,40137.9,27820.44,66307.38,41052.03
BUD0000549,2026,6,CC0014,PC004,161454.5,115817.02,45637.48,163585.43,122001.7
BUD0000550,2025,6,CC0009,PC009,361870.84,227830.37,134040.47,377481.94,225004.38
BUD0000551,2025,1,CC0004,PC004,88807.73,55170.04,33637.69,96082.24,53859.85
BUD0000552,2025,9,CC0004,PC004,347529.08,252127.23,95401.85,359158.19,244063.92
BUD0000553,2025,8,CC0010,PC010,203606.53,139572.77,64033.76,195461.3,140955.73
BUD0000554,2026,10,CC0005,PC005,577882.49,377217.65,200664.84,614143.13,392764.06
