Transaction_ID,Product_ID,Plant_ID,Material_ID,Standard_Cost,Actual_Cost,Material_Cost,Labor_Cost,Overhead_Cost,Freight_Cost,Manufacturing_Cost,Production_Date,Cost_Per_Unit
T0000242,P0098,PL02,M00242,53.66,51.8,33.11,8.0,8.72,1.97,49.83,2025-11-03,0.1715
T0000243,P0114,PL03,M00243,261.08,269.46,165.51,56.13,38.05,9.77,259.69,2026-02-26,1.441
T0000244,P0022,PL04,M00244,1263.56,1247.42,700.99,312.81,157.93,75.69,1171.73,2025-09-11,1.0914
T0000245,P0131,PL05,M00245,325.05,312.41,171.95,77.7,41.56,21.2,291.21,2025-07-30,0.3847
T0000246,P0136,PL06,M00246,1227.49,1193.1,764.34,198.2,135.01,95.55,1097.55,2026-09-01,1.5929
T0000247,P0018,PL07,M00247,245.68,257.76,153.78,51.95,42.21,9.82,247.94,2025-03-16,0.4721
T0000248,P0103,PL08,M00248,1291.41,1299.04,722.3,260.41,218.34,97.99,1201.05,2026-03-10,1.1724
T0000249,P0017,PL01,M00249,986.05,1019.16,536.36,237.67,184.88,60.25,958.91,2025-12-01,1.1261
T0000250,P0045,PL02,M00250,44.52,43.28,24.26,7.2,8.15,3.67,39.61,2025-11-13,1.2366
T0000251,P0033,PL03,M00001,330.16,342.8,213.21,58.08,41.3,30.21,312.59,2025-06-20,1.3657
T0000252,P0117,PL04,M00002,182.98,175.35,103.35,36.24,23.27,12.49,162.86,2025-03-20,0.2347
T0000253,P0131,PL05,M00003,112.52,117.86,58.38,28.83,22.52,8.13,109.73,2025-04-29,1.1786
T0000254,P0108,PL06,M00004,247.05,238.54,127.84,51.36,40.39,18.95,219.59,2025-02-06,0.3566
T0000255,P0058,PL07,M00005,111.27,115.36,70.27,23.15,16.71,5.23,110.13,2025-02-23,1.1092
T0000256,P0052,PL08,M00006,1734.47,1718.78,996.58,391.32,203.11,127.77,1591.01,2025-01-09,1.4766
T0000257,P0063,PL01,M00007,25.99,26.63,14.21,5.47,5.29,1.66,24.97,2026-07-14,1.1578
T0000258,P0079,PL02,M00008,355.03,348.97,205.78,66.55,49.6,27.04,321.93,2026-11-05,0.8116
T0000259,P0134,PL03,M00009,546.86,539.52,341.26,87.05,86.21,25.0,514.52,2025-08-26,0.6989
T0000260,P0034,PL04,M00010,276.22,279.36,155.57,62.74,47.47,13.58,265.78,2025-03-05,0.4602
T0000261,P0052,PL05,M00011,86.33,86.6,47.54,21.75,12.71,4.6,82.0,2025-03-18,0.3717
T0000262,P0068,PL06,M00012,73.62,71.57,43.05,11.6,12.67,4.25,67.32,2025-11-12,0.367
T0000263,P0064,PL07,M00013,712.62,738.41,415.53,154.94,112.86,55.08,683.33,2025-04-04,0.8994
T0000264,P0025,PL08,M00014,245.53,239.76,124.54,53.15,43.72,18.35,221.41,2026-07-18,1.0998
T0000265,P0022,PL01,M00015,905.89,934.99,496.1,199.69,165.58,73.62,861.37,2026-01-17,1.7315
T0000266,P0011,PL02,M00016,40.18,39.96,25.67,5.77,5.6,2.92,37.04,2025-12-06,0.3536
T0000267,P0048,PL03,M00017,453.98,445.49,236.67,87.52,85.89,35.41,410.08,2025-08-08,0.7641
T0000268,P0023,PL04,M00018,265.05,254.7,153.65,45.63,35.96,19.46,235.24,2026-05-06,0.3208
T0000269,P0092,PL05,M00019,1069.51,1057.94,562.84,270.19,186.93,37.98,1019.96,2026-01-27,0.9404
T0000270,P0072,PL06,M00020,841.56,817.35,471.26,125.99,148.28,71.82,745.53,2025-01-31,0.8374
T0000271,P0057,PL07,M00021,472.82,473.22,291.74,82.67,70.0,28.81,444.41,2025-02-27,0.5879
T0000272,P0091,PL08,M00022,335.4,350.4,197.38,72.86,58.83,21.33,329.07,2026-08-29,0.301
T0000273,P0015,PL01,M00023,53.64,51.36,29.91,8.7,8.63,4.12,47.24,2025-02-08,0.1121
T0000274,P0006,PL02,M00024,406.37,389.57,229.42,63.16,58.71,38.28,351.29,2025-11-28,1.2986
T0000275,P0078,PL03,M00025,407.22,395.64,238.79,76.87,58.12,21.86,373.78,2025-04-14,1.369
T0000276,P0092,PL04,M00026,227.15,225.83,131.84,42.47,33.17,18.35,207.48,2026-07-30,0.612
T0000277,P0047,PL05,M00027,853.45,846.57,514.53,115.99,159.29,56.76,789.81,2026-08-05,1.2807
T0000278,P0082,PL06,M00028,200.46,206.11,115.37,41.9,41.16,7.68,198.43,2025-09-01,1.0791
T0000279,P0028,PL07,M00029,64.9,66.75,42.35,10.29,10.63,3.48,63.27,2025-12-25,0.6181
T0000280,P0123,PL08,M00030,179.23,173.73,102.57,29.0,26.88,15.28,158.45,2025-04-14,0.3689
T0000281,P0097,PL01,M00031,147.29,146.66,74.75,34.74,25.85,11.32,135.34,2025-06-24,0.8998
T0000282,P0112,PL02,M00032,28.49,29.3,16.45,5.17,6.21,1.47,27.83,2026-11-01,0.2462
T0000283,P0061,PL03,M00033,49.79,51.12,30.61,9.13,7.22,4.16,46.96,2025-10-16,0.4605
T0000284,P0123,PL04,M00034,26.51,26.83,16.44,4.91,4.56,0.92,25.91,2026-10-03,0.129
T0000285,P0068,PL05,M00035,678.31,650.54,391.03,125.47,94.24,39.8,610.74,2026-05-16,0.5788
T0000286,P0016,PL06,M00036,40.94,42.65,24.11,10.37,6.47,1.7,40.95,2025-10-03,0.205
T0000287,P0138,PL07,M00037,1458.78,1484.65,886.05,274.99,265.63,57.98,1426.67,2026-06-20,1.256
T0000288,P0038,PL08,M00038,303.44,297.19,188.75,46.13,42.4,19.91,277.28,2026-08-09,0.3199
T0000289,P0038,PL01,M00039,309.38,306.98,174.97,59.57,57.15,15.29,291.69,2026-03-22,0.5706
T0000290,P0004,PL02,M00040,1588.22,1582.81,943.72,268.02,224.83,146.24,1436.57,2026-06-17,1.4656
T0000291,P0026,PL03,M00041,1753.45,1715.37,978.84,315.56,295.12,125.85,1589.52,2025-04-19,1.551
T0000292,P0103,PL04,M00042,1428.18,1375.42,846.09,205.94,246.3,77.09,1298.33,2026-02-17,1.6773
T0000293,P0072,PL05,M00043,293.58,300.78,178.8,72.43,35.92,13.63,287.15,2025-11-07,1.4255
T0000294,P0023,PL06,M00044,406.08,395.5,217.47,92.92,66.54,18.57,376.93,2026-09-12,0.4327
T0000295,P0080,PL07,M00045,277.45,283.38,152.44,63.2,51.73,16.01,267.37,2025-06-12,0.339
T0000296,P0117,PL08,M00046,704.68,715.16,403.08,166.77,86.64,58.67,656.49,2025-09-13,0.9561
T0000297,P0115,PL01,M00047,1119.08,1124.69,664.8,214.97,207.07,37.85,1086.84,2026-01-17,1.1465
T0000298,P0042,PL02,M00048,459.7,438.33,247.19,71.7,85.99,33.45,404.88,2026-01-31,0.9784
T0000299,P0122,PL03,M00049,407.48,402.08,219.59,99.58,64.94,17.97,384.11,2026-11-30,1.1046
T0000300,P0097,PL04,M00050,361.33,352.26,219.41,75.78,44.71,12.36,339.9,2026-03-10,0.3708
T0000301,P0096,PL05,M00051,389.92,391.78,235.0,81.51,56.27,19.0,372.78,2026-11-10,0.6663
T0000302,P0077,PL06,M00052,257.54,254.89,140.82,45.47,50.25,18.35,236.54,2026-12-30,0.8041
T0000303,P0007,PL07,M00053,292.42,300.63,199.05,41.84,46.16,13.58,287.05,2025-05-24,0.4888
T0000304,P0137,PL08,M00054,538.54,555.13,320.34,115.72,77.17,41.9,513.23,2025-08-16,0.7461
T0000305,P0144,PL01,M00055,801.39,809.96,529.22,139.97,106.62,34.15,775.81,2025-09-22,1.1621
T0000306,P0119,PL02,M00056,129.55,131.81,72.04,21.19,28.43,10.15,121.66,2026-08-23,0.1355
T0000307,P0136,PL03,M00057,134.79,134.26,80.41,21.67,20.19,11.99,122.27,2026-11-29,0.1568
T0000308,P0081,PL04,M00058,122.31,123.5,81.16,20.45,17.2,4.69,118.81,2026-04-14,0.7057
T0000309,P0041,PL05,M00059,45.89,45.07,25.47,10.29,6.72,2.59,42.48,2025-06-22,0.2372
T0000310,P0004,PL06,M00060,361.92,375.29,224.97,69.51,60.65,20.16,355.13,2026-01-18,0.3421
T0000311,P0079,PL07,M00061,165.32,159.99,94.64,33.64,24.21,7.5,152.49,2026-01-28,1.1188
T0000312,P0126,PL08,M00062,178.38,173.78,95.31,37.12,30.08,11.27,162.51,2025-05-18,0.4399
T0000313,P0130,PL01,M00063,179.24,172.75,101.29,26.83,33.03,11.6,161.15,2025-01-23,0.6594
T0000314,P0028,PL02,M00064,100.23,101.61,55.09,19.13,18.62,8.77,92.84,2025-02-19,0.9408
T0000315,P0078,PL03,M00065,198.02,192.25,111.36,43.07,27.21,10.61,181.64,2026-10-08,0.89
T0000316,P0030,PL04,M00066,457.59,442.92,266.58,73.79,77.39,25.16,417.76,2025-05-01,0.4304
T0000317,P0128,PL05,M00067,588.44,580.17,347.33,90.3,100.13,42.41,537.76,2025-02-10,0.5837
T0000318,P0131,PL06,M00068,215.27,216.76,123.91,44.79,38.46,9.6,207.16,2025-04-03,0.9989
T0000319,P0075,PL07,M00069,363.65,377.14,228.02,71.62,60.03,17.47,359.67,2025-02-10,0.5802
T0000320,P0113,PL08,M00070,1047.78,999.03,563.2,194.98,160.76,80.09,918.94,2025-12-03,1.7872
T0000321,P0123,PL01,M00071,92.31,90.17,51.9,20.29,12.5,5.48,84.69,2026-01-30,0.2569
T0000322,P0113,PL02,M00072,992.59,949.02,550.2,192.12,153.23,53.47,895.55,2026-08-06,1.2059
T0000323,P0106,PL03,M00073,21.87,22.78,13.42,3.97,4.07,1.32,21.46,2026-05-15,0.219
T0000324,P0087,PL04,M00074,1186.38,1217.46,711.05,241.09,162.69,102.63,1114.83,2025-08-18,1.1262
T0000325,P0143,PL05,M00075,11.5,12.06,6.53,2.83,2.15,0.55,11.51,2025-06-02,0.0997
T0000326,P0085,PL06,M00076,89.94,92.57,51.79,18.13,18.42,4.23,88.34,2025-11-25,0.8192
T0000327,P0128,PL07,M00077,190.3,190.3,112.83,40.02,30.43,7.02,183.28,2025-04-01,0.2896
T0000328,P0078,PL08,M00078,423.53,418.42,249.38,85.97,59.58,23.49,394.93,2025-04-04,0.3604
T0000329,P0122,PL01,M00079,265.65,276.62,146.87,57.93,46.35,25.47,251.15,2026-07-28,0.2955
T0000330,P0028,PL02,M00080,241.73,242.28,133.18,43.79,49.08,16.23,226.05,2026-06-19,0.7002
T0000331,P0118,PL03,M00081,187.02,180.79,104.05,44.34,25.0,7.4,173.39,2026-02-07,0.2575
T0000332,P0130,PL04,M00082,137.01,133.27,79.9,26.82,19.99,6.56,126.71,2026-11-06,0.1293
T0000333,P0149,PL05,M00083,61.83,63.13,36.03,11.44,13.3,2.36,60.77,2025-07-01,0.2321
T0000334,P0064,PL06,M00084,1382.78,1370.12,795.31,224.03,246.28,104.5,1265.62,2026-12-11,1.6628
T0000335,P0141,PL07,M00085,1374.79,1328.48,733.3,293.08,188.29,113.81,1214.67,2025-11-03,1.1623
T0000336,P0046,PL08,M00086,1318.36,1292.22,635.77,299.76,246.73,109.96,1182.26,2026-10-28,1.1527
T0000337,P0137,PL01,M00087,899.48,933.77,567.5,136.04,148.68,81.55,852.22,2026-03-04,1.0672
T0000338,P0065,PL02,M00088,131.08,126.26,68.13,30.9,18.43,8.8,117.46,2025-06-14,0.9216
T0000339,P0058,PL03,M00089,438.04,443.58,260.72,82.02,80.68,20.16,423.42,2026-07-30,0.5503
T0000340,P0142,PL04,M00090,32.32,33.96,19.34,6.66,5.84,2.12,31.84,2026-12-03,0.9433
T0000341,P0095,PL05,M00091,1542.71,1533.68,1006.17,286.49,185.14,55.88,1477.8,2026-12-28,1.3584
T0000342,P0132,PL06,M00092,86.21,85.58,47.62,15.16,15.3,7.5,78.08,2025-06-27,0.1094
T0000343,P0040,PL07,M00093,139.09,137.09,70.71,26.94,28.13,11.31,125.78,2025-06-08,1.2025
T0000344,P0135,PL08,M00094,312.28,297.83,147.33,76.53,53.01,20.96,276.87,2026-12-26,0.7716
T0000345,P0085,PL01,M00095,317.79,310.77,175.03,64.8,51.54,19.4,291.37,2026-11-11,0.5086
T0000346,P0115,PL02,M00096,712.6,698.2,433.8,108.56,115.91,39.93,658.27,2026-11-16,1.3717
T0000347,P0133,PL03,M00097,1260.87,1326.72,749.31,225.13,263.5,88.78,1237.94,2025-10-17,1.2481
T0000348,P0138,PL04,M00098,29.64,30.62,18.61,5.83,3.69,2.49,28.13,2025-06-21,1.2248
T0000349,P0112,PL05,M00099,38.12,38.45,20.33,8.86,5.85,3.41,35.04,2026-12-21,0.1187
T0000350,P0067,PL06,M00100,427.73,431.65,233.12,101.81,69.03,27.69,403.96,2025-08-22,0.5369
T0000351,P0150,PL07,M00101,84.29,86.02,45.03,16.07,17.83,7.09,78.93,2025-03-06,0.5444
T0000352,P0008,PL08,M00102,322.23,333.03,180.37,79.79,46.03,26.84,306.19,2026-01-26,1.0092
T0000353,P0096,PL01,M00103,1721.53,1708.22,1051.97,341.17,258.15,56.93,1651.29,2026-11-25,1.4945
T0000354,P0089,PL02,M00104,1019.71,1029.47,537.01,241.55,209.46,41.45,988.02,2025-08-04,1.2041
T0000355,P0146,PL03,M00105,911.86,930.8,503.89,192.23,148.53,86.15,844.65,2026-11-19,0.8208
T0000356,P0033,PL04,M00106,128.47,122.92,65.75,27.29,19.47,10.41,112.51,2025-12-05,0.5744
T0000357,P0146,PL05,M00107,1123.97,1089.91,627.48,223.17,202.12,37.14,1052.77,2025-06-06,1.6589
T0000358,P0085,PL06,M00108,525.78,529.31,310.72,109.95,68.43,40.21,489.1,2026-01-04,0.5531
T0000359,P0138,PL07,M00109,707.47,676.98,428.56,122.5,97.32,28.6,648.38,2025-05-24,1.2331
T0000360,P0055,PL08,M00110,498.2,498.15,290.39,105.57,70.67,31.52,466.63,2026-08-16,0.4374
T0000361,P0075,PL01,M00111,954.88,955.82,606.67,139.78,146.98,62.39,893.43,2026-08-27,0.9946
T0000362,P0132,PL02,M00112,329.52,344.0,214.52,50.29,67.16,12.03,331.97,2026-12-02,0.3727
T0000363,P0125,PL03,M00113,59.63,62.46,35.38,12.02,9.51,5.55,56.91,2025-02-11,0.4526
T0000364,P0083,PL04,M00114,920.12,902.05,529.44,143.24,179.22,50.15,851.9,2025-02-17,0.8376
T0000365,P0020,PL05,M00115,294.39,299.07,179.9,51.02,54.03,14.12,284.95,2026-08-25,0.5697
T0000366,P0129,PL06,M00116,236.16,241.97,147.78,40.48,41.11,12.6,229.37,2026-09-11,0.2659
T0000367,P0059,PL07,M00117,834.41,864.86,487.61,195.96,118.22,63.07,801.79,2025-05-02,1.2607
T0000368,P0147,PL08,M00118,122.31,120.54,75.8,16.52,17.41,10.81,109.73,2025-02-14,0.3556
T0000369,P0145,PL01,M00119,636.81,619.04,367.12,125.71,92.06,34.15,584.89,2026-02-20,1.0492
T0000370,P0150,PL02,M00120,405.39,407.65,241.15,78.87,64.37,23.26,384.39,2025-05-27,0.386
T0000371,P0052,PL03,M00121,1108.02,1130.26,653.66,218.97,202.04,55.59,1074.67,2025-04-22,1.0847
T0000372,P0031,PL04,M00122,1126.05,1163.67,669.3,197.5,215.55,81.32,1082.35,2026-06-29,1.1672
T0000373,P0012,PL05,M00123,440.8,420.9,214.71,102.98,79.72,23.49,397.41,2026-03-07,0.474
T0000374,P0026,PL06,M00124,137.07,131.81,68.6,33.47,23.63,6.11,125.7,2026-12-15,0.4641
T0000375,P0002,PL07,M00125,224.2,230.27,144.7,43.37,31.31,10.89,219.38,2025-01-06,0.2132
T0000376,P0065,PL08,M00126,703.62,695.15,387.61,146.99,111.77,48.78,646.37,2026-10-30,0.628
T0000377,P0095,PL01,M00127,779.59,786.31,430.74,157.42,128.26,69.89,716.42,2026-05-10,0.6861
T0000378,P0059,PL02,M00128,87.11,89.59,52.51,19.91,11.19,5.98,83.61,2025-05-02,0.2627
T0000379,P0002,PL03,M00129,247.56,247.69,159.52,36.55,34.68,16.94,230.75,2026-02-03,0.8068
T0000380,P0134,PL04,M00130,203.3,194.43,119.77,32.47,30.51,11.68,182.75,2026-02-15,1.5309
T0000381,P0009,PL05,M00131,688.97,691.25,338.06,170.38,123.68,59.13,632.12,2025-10-20,0.6552
T0000382,P0103,PL06,M00132,554.06,546.17,308.24,139.49,75.48,22.96,523.21,2025-10-10,0.6669
T0000383,P0150,PL07,M00133,1084.28,1118.84,627.89,260.38,190.05,40.52,1078.32,2026-07-27,1.5518
T0000384,P0028,PL08,M00134,138.87,138.77,80.05,29.49,19.22,10.01,128.76,2026-02-21,0.8783
T0000385,P0114,PL01,M00135,1099.78,1136.08,691.91,192.74,198.16,53.27,1082.81,2025-09-14,0.9769
T0000386,P0067,PL02,M00136,1064.79,1039.43,614.66,183.26,195.47,46.04,993.39,2026-05-09,1.3108
T0000387,P0068,PL03,M00137,137.08,136.89,77.61,30.82,21.92,6.54,130.35,2025-01-10,0.2289
T0000388,P0047,PL04,M00138,1425.89,1382.64,883.27,229.66,169.51,100.2,1282.44,2026-08-11,1.3411
T0000389,P0028,PL05,M00139,147.04,144.36,74.07,34.97,26.88,8.44,135.92,2025-12-31,0.8492
T0000390,P0127,PL06,M00140,502.38,528.38,311.98,114.13,82.5,19.77,508.61,2026-09-28,0.9237
T0000391,P0139,PL07,M00141,512.51,538.69,332.43,95.89,83.72,26.65,512.04,2026-03-10,0.5185
T0000392,P0054,PL08,M00142,290.89,294.89,168.34,56.71,46.24,23.6,271.29,2025-01-09,0.2459
T0000393,P0048,PL01,M00143,304.25,311.75,165.88,65.53,53.75,26.59,285.16,2025-12-18,0.3551
T0000394,P0059,PL02,M00144,761.7,732.6,447.03,113.79,106.27,65.51,667.09,2026-08-13,1.3036
T0000395,P0108,PL03,M00145,349.28,355.87,196.25,67.73,69.15,22.74,333.13,2025-01-10,1.2487
T0000396,P0102,PL04,M00146,60.94,60.17,37.85,9.53,10.49,2.3,57.87,2026-08-05,0.1749
T0000397,P0066,PL05,M00147,36.34,35.06,18.53,8.82,4.47,3.24,31.82,2026-07-28,0.7012
T0000398,P0084,PL06,M00148,1296.45,1287.13,760.07,241.74,185.21,100.11,1187.02,2025-10-19,1.2769
T0000399,P0087,PL07,M00149,923.33,880.14,438.42,215.08,162.53,64.11,816.03,2026-10-18,0.7459
T0000400,P0102,PL08,M00150,909.53,891.02,542.97,137.23,138.71,72.11,818.91,2026-09-12,0.9674
T0000401,P0061,PL01,M00151,48.3,50.19,27.1,9.74,8.31,5.04,45.15,2025-05-09,0.2901
T0000402,P0022,PL02,M00152,591.11,571.87,338.05,116.12,83.64,34.06,537.81,2026-06-21,1.0455
T0000403,P0135,PL03,M00153,10.97,11.33,6.72,2.06,1.48,1.07,10.26,2025-05-10,0.1666
T0000404,P0035,PL04,M00154,399.3,382.67,194.37,82.31,74.56,31.43,351.24,2026-07-16,1.0287
T0000405,P0139,PL05,M00155,187.18,186.22,101.99,37.8,32.39,14.04,172.18,2025-12-22,0.9649
T0000406,P0121,PL06,M00156,31.65,33.16,20.01,6.81,4.23,2.11,31.05,2025-12-19,1.2281
T0000407,P0096,PL07,M00157,1120.7,1175.91,684.06,196.4,181.63,113.82,1062.09,2025-01-08,1.3786
T0000408,P0062,PL08,M00158,252.25,251.89,148.87,56.18,29.2,17.64,234.25,2025-03-23,0.445
T0000409,P0116,PL01,M00159,326.37,329.33,202.84,59.79,52.71,13.99,315.34,2026-10-15,0.3238
T0000410,P0003,PL02,M00160,68.92,68.42,42.95,11.91,10.46,3.1,65.32,2026-03-25,0.3527
T0000411,P0021,PL03,M00161,59.05,58.83,33.58,11.04,9.36,4.85,53.98,2025-02-02,0.4744
T0000412,P0064,PL04,M00162,421.69,438.37,243.18,89.46,71.83,33.9,404.47,2025-01-13,0.478
T0000413,P0080,PL05,M00163,372.8,375.61,231.08,50.73,71.85,21.95,353.66,2026-02-03,1.1246
T0000414,P0056,PL06,M00164,616.4,621.42,371.65,123.86,92.27,33.64,587.78,2025-02-23,1.2605
T0000415,P0122,PL07,M00165,272.78,283.16,159.07,54.45,50.55,19.09,264.07,2025-02-13,0.8659
T0000416,P0016,PL08,M00166,490.11,471.55,259.19,102.48,81.69,28.19,443.36,2026-10-03,1.4509
T0000417,P0050,PL01,M00167,437.2,458.49,284.67,99.31,56.37,18.14,440.35,2026-03-26,0.5856
T0000418,P0048,PL02,M00168,347.77,361.89,218.32,77.55,46.28,19.74,342.15,2025-07-14,0.5012
T0000419,P0068,PL03,M00169,603.6,596.83,333.21,110.15,108.98,44.49,552.34,2026-04-06,0.7843
T0000420,P0083,PL04,M00170,1320.17,1278.08,796.63,207.88,155.9,117.67,1160.41,2026-09-28,1.1483
T0000421,P0025,PL05,M00171,20.03,21.07,11.96,4.24,3.58,1.29,19.78,2025-11-26,0.1443
T0000422,P0100,PL06,M00172,736.7,760.98,433.39,136.95,145.82,44.82,716.16,2026-10-20,0.7007
T0000423,P0021,PL07,M00173,68.07,65.05,37.44,12.17,11.8,3.64,61.41,2026-11-03,0.4854
T0000424,P0019,PL08,M00174,197.15,189.83,103.91,41.41,30.63,13.88,175.95,2026-06-26,1.1233
T0000425,P0046,PL01,M00175,991.4,965.0,510.85,203.49,174.25,76.41,888.59,2025-09-12,0.8369
T0000426,P0047,PL02,M00176,825.7,802.88,519.12,147.78,96.86,39.12,763.76,2025-06-20,0.965
T0000427,P0096,PL03,M00177,1193.43,1219.21,668.56,232.92,238.31,79.42,1139.79,2025-11-29,1.3684
T0000428,P0116,PL04,M00178,104.97,101.47,56.61,18.9,18.55,7.41,94.06,2026-01-04,0.1233
T0000429,P0081,PL05,M00179,718.19,753.22,445.7,124.14,120.86,62.52,690.7,2025-08-16,1.3099
T0000430,P0150,PL06,M00180,176.77,183.51,110.15,37.92,21.93,13.51,170.0,2025-09-29,0.3768
T0000431,P0125,PL07,M00181,160.15,168.56,103.58,31.04,26.86,7.08,161.48,2026-05-10,0.8222
T0000432,P0112,PL08,M00182,409.84,394.23,242.87,74.41,51.63,25.32,368.91,2025-12-23,1.54
T0000433,P0011,PL01,M00183,1241.62,1277.33,801.3,218.64,145.21,112.18,1165.15,2025-11-09,1.1456
T0000434,P0130,PL02,M00184,350.74,356.24,192.77,67.63,73.5,22.34,333.9,2026-09-02,0.7678
T0000435,P0103,PL03,M00185,1122.05,1168.66,682.78,237.93,171.63,76.32,1092.34,2025-09-26,1.3
T0000436,P0135,PL04,M00186,117.33,122.17,68.35,26.82,19.54,7.46,114.71,2026-09-23,0.2414
T0000437,P0083,PL05,M00187,70.09,71.1,39.34,13.58,14.99,3.19,67.91,2025-12-23,1.2051
T0000438,P0096,PL06,M00188,59.14,56.4,34.1,10.77,7.61,3.92,52.48,2025-08-28,0.3049
T0000439,P0029,PL07,M00189,721.28,745.33,390.63,180.9,123.62,50.18,695.15,2026-12-12,0.8006
T0000440,P0037,PL08,M00190,779.51,759.55,414.09,177.95,103.6,63.91,695.64,2026-09-30,0.9725
T0000441,P0003,PL01,M00191,793.46,792.33,498.6,131.94,106.99,54.8,737.53,2025-02-24,0.9843
T0000442,P0098,PL02,M00192,311.59,325.48,197.42,55.8,51.37,20.89,304.59,2026-01-31,1.5281
T0000443,P0011,PL03,M00193,513.28,540.09,333.17,80.08,104.98,21.86,518.23,2026-12-31,0.4937
T0000444,P0016,PL04,M00194,925.59,903.56,467.62,223.97,148.71,63.26,840.3,2026-05-29,1.1266
T0000445,P0023,PL05,M00195,1286.73,1341.0,705.64,330.47,232.72,72.17,1268.83,2026-11-04,1.2463
T0000446,P0115,PL06,M00196,104.02,100.35,54.21,24.87,15.21,6.06,94.29,2026-09-12,0.3597
T0000447,P0035,PL07,M00197,311.18,305.83,180.88,60.94,48.29,15.72,290.11,2026-06-21,0.9962
T0000448,P0008,PL08,M00198,1277.15,1333.79,756.02,239.83,281.16,56.78,1277.01,2025-05-30,1.5563
T0000449,P0034,PL01,M00199,77.51,74.64,38.72,16.39,13.47,6.06,68.58,2025-07-12,1.1848
T0000450,P0123,PL02,M00200,1233.05,1261.57,702.46,287.91,193.64,77.56,1184.01,2026-01-03,1.2154
T0000451,P0105,PL03,M00201,586.64,602.37,386.81,99.68,90.98,24.9,577.47,2025-08-20,1.0718
T0000452,P0126,PL04,M00202,1547.9,1559.15,931.59,284.58,221.85,121.13,1438.02,2026-03-26,1.6464
T0000453,P0138,PL05,M00203,74.91,72.66,42.35,13.68,11.4,5.23,67.43,2026-08-09,0.8257
T0000454,P0100,PL06,M00204,35.85,34.15,19.91,7.44,5.2,1.6,32.55,2025-02-10,0.3105
T0000455,P0133,PL07,M00205,1382.36,1337.02,726.09,252.89,272.18,85.86,1251.16,2025-02-25,1.3942
T0000456,P0106,PL08,M00206,98.68,103.86,52.35,24.22,19.97,7.32,96.54,2025-05-19,0.1113
T0000457,P0042,PL01,M00207,59.93,61.13,33.6,14.31,11.0,2.22,58.91,2026-10-27,0.3119
T0000458,P0141,PL02,M00208,131.57,129.9,69.99,27.4,27.26,5.25,124.65,2025-06-13,1.3121
T0000459,P0108,PL03,M00209,816.52,836.04,457.54,194.58,121.29,62.63,773.41,2026-12-31,1.3002
T0000460,P0118,PL04,M00210,861.56,845.51,497.43,179.24,122.19,46.65,798.86,2025-09-17,0.8201
T0000461,P0002,PL05,M00211,432.01,431.27,249.0,70.12,83.53,28.62,402.65,2025-03-23,0.3817
T0000462,P0009,PL06,M00212,272.45,274.9,165.72,49.6,44.82,14.76,260.14,2025-05-29,0.4427
T0000463,P0147,PL07,M00213,569.25,559.66,300.3,120.47,92.66,46.23,513.43,2026-12-18,1.5004
T0000464,P0110,PL08,M00214,75.75,78.44,45.25,14.48,15.07,3.64,74.8,2025-03-11,0.5524
T0000465,P0028,PL01,M00215,1671.69,1647.11,963.09,308.97,271.18,103.87,1543.24,2026-09-19,1.507
T0000466,P0135,PL02,M00216,1114.02,1163.84,632.51,184.21,242.06,105.06,1058.78,2025-11-21,1.5856
T0000467,P0075,PL03,M00217,3.4,3.44,2.03,0.76,0.52,0.13,3.31,2025-08-27,0.2646
T0000468,P0090,PL04,M00218,49.6,52.06,31.93,7.83,7.88,4.42,47.64,2025-02-16,0.1173
T0000469,P0086,PL05,M00219,850.06,879.26,477.36,189.73,149.02,63.15,816.11,2025-01-07,1.071
T0000470,P0010,PL06,M00220,338.71,349.2,181.78,86.25,56.36,24.81,324.39,2026-05-01,0.3506
T0000471,P0134,PL07,M00221,1622.61,1680.39,998.71,317.79,246.41,117.48,1562.91,2025-02-27,1.4399
T0000472,P0039,PL08,M00222,35.71,36.93,20.01,8.99,4.84,3.09,33.84,2025-12-29,0.5059
T0000473,P0081,PL01,M00223,324.61,331.33,202.82,57.8,53.02,17.69,313.64,2025-11-12,0.5854
T0000474,P0010,PL02,M00224,159.54,160.88,93.8,29.42,24.69,12.97,147.91,2025-04-25,0.8084
T0000475,P0084,PL03,M00225,255.15,257.63,146.41,49.48,51.75,9.99,247.64,2026-06-21,1.221
T0000476,P0002,PL04,M00226,101.4,101.78,57.91,26.2,12.88,4.79,96.99,2026-06-19,1.0178
T0000477,P0148,PL05,M00227,201.34,204.26,112.75,37.05,36.23,18.23,186.03,2025-11-16,0.4653
T0000478,P0004,PL06,M00228,1052.99,1026.64,650.16,154.57,142.72,79.19,947.45,2025-10-08,0.8881
T0000479,P0019,PL07,M00229,542.97,537.42,304.04,99.47,87.21,46.7,490.72,2025-09-08,0.7645
T0000480,P0115,PL08,M00230,459.03,468.15,256.81,94.21,78.03,39.1,429.05,2026-02-06,0.6343
T0000481,P0034,PL01,M00231,299.63,291.4,171.23,66.51,36.04,17.62,273.78,2026-04-22,0.3007
T0000482,P0094,PL02,M00232,336.86,327.99,166.21,78.82,59.07,23.89,304.1,2026-09-24,0.8519
T0000483,P0119,PL03,M00233,843.05,849.28,530.1,120.42,147.83,50.93,798.35,2025-12-26,1.4444
